,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_encoding_layers,param_learning_rate,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,20.401257753372192,5.155347951017515,1.6355060577392577,0.2910584959446111,32,1,0.001,"{'batch_size': 32, 'encoding_layers': 1, 'learning_rate': 0.001}",0.8887927304197317,0.8645607961921247,0.8826839826839827,0.887012987012987,0.8844155844155844,0.8814932161448821,0.008722565973403706,8,0.9585892453071321,0.944359987609656,0.9590378815696803,0.9520295202952029,0.9623246028545114,0.9552682475272366,0.0063954797487880775,11
1,9.090666055679321,1.153787552054326,1.7016278743743896,0.2633731243323407,32,1,0.01,"{'batch_size': 32, 'encoding_layers': 1, 'learning_rate': 0.01}",0.8900908697533535,0.8823020337516226,0.8974025974025974,0.8653679653679653,0.9,0.8870326932551078,0.01246417244345179,7,0.961520361446689,0.9545121001332263,0.9607722892073944,0.9538557273827225,0.9644149214738477,0.9590150799287759,0.004133237335995562,9
2,8.008798789978027,1.3535381666165989,1.8475770950317383,0.24877631660896155,32,1,0.1,"{'batch_size': 32, 'encoding_layers': 1, 'learning_rate': 0.1}",0.8719169190826482,0.861964517524881,0.8528138528138528,0.848917748917749,0.9021645021645022,0.8675555081007266,0.019040724878210676,10,0.9583622134850888,0.9492484594772598,0.9598023753483864,0.948075371863017,0.9670108895216196,0.9564998619390742,0.007048567509011377,10
3,18.922610330581666,4.440031397289344,2.7703559398651123,0.46224441949392425,32,3,0.001,"{'batch_size': 32, 'encoding_layers': 3, 'learning_rate': 0.001}",0.8913890090869754,0.8996105581999134,0.8978354978354979,0.8987012987012987,0.9008658008658008,0.8976804329378971,0.003302125935348053,3,0.9607062042835341,0.9656904759756644,0.9651011599838674,0.962451767666127,0.9677671063007531,0.9643433428419892,0.002486686319634057,5
4,13.219028759002686,1.8991549288510519,3.38411340713501,0.43168183083494427,32,3,0.01,"{'batch_size': 32, 'encoding_layers': 3, 'learning_rate': 0.01}",0.8900908697533535,0.8900908697533535,0.8935064935064935,0.8883116883116883,0.8935064935064935,0.8911012829662764,0.0020685155809975226,6,0.9581893084550559,0.9671776179864489,0.9634043750714832,0.9592771621027792,0.9648445729971166,0.9625786073225768,0.0033803217890455268,7
5,11.169324254989624,1.7329462541521854,2.8244112491607667,0.5433407711374614,32,3,0.1,"{'batch_size': 32, 'encoding_layers': 3, 'learning_rate': 0.1}",0.8883600173085244,0.8831674599740372,0.8974025974025974,0.806060606060606,0.8484848484848485,0.8646951058461226,0.03368029962540048,11,0.9601889927154359,0.9671054412255613,0.9677016427586789,0.9539076467436779,0.9599769447939177,0.9617761336474542,0.005122155025239932,8
6,20.742376804351807,3.734008468100616,3.9434317111968995,0.6853980103151585,32,5,0.001,"{'batch_size': 32, 'encoding_layers': 5, 'learning_rate': 0.001}",0.8939852877542189,0.8978797057550844,0.8935064935064935,0.8874458874458875,0.896969696969697,0.8939574142862762,0.0036623027074254686,5,0.9624999060298749,0.9659671535590661,0.9635059564298742,0.9591898773800136,0.9685045117172216,0.9639334810232102,0.003154990828888756,6
7,16.584422445297243,3.604579381599571,4.309449911117554,0.8787696501853914,32,5,0.01,"{'batch_size': 32, 'encoding_layers': 5, 'learning_rate': 0.01}",0.8900908697533535,0.9112938122025097,0.8787878787878788,0.8835497835497835,0.9069264069264069,0.8941297502439864,0.012821705938037664,4,0.9605558520835056,0.9709225392987427,0.9639062622273856,0.9608693558387459,0.9698017432866008,0.965211150546996,0.004379936569721354,3
8,18.149413871765137,3.305146631369661,4.915101861953735,0.9928161234990304,32,5,0.1,"{'batch_size': 32, 'encoding_layers': 5, 'learning_rate': 0.1}",0.8533102553007356,0.8961488533102553,0.9,0.9034632034632034,0.8303030303030303,0.876645068475445,0.029452201348941623,9,0.9639350177791476,0.9615290346057495,0.9691185145946075,0.9694104669431687,0.9675993089457812,0.9663184685736909,0.0030874189582290592,1
9,33.6530020236969,6.994598264411316,7.694223022460937,1.6506187139056776,32,10,0.001,"{'batch_size': 32, 'encoding_layers': 10, 'learning_rate': 0.001}",0.8974469926438771,0.9048031155344007,0.9012987012987013,0.8965367965367965,0.9021645021645022,0.9004500216356556,0.003064005252781285,2,0.9639275001691461,0.9658130261009212,0.965911553487476,0.9624028581231978,0.967524063495121,0.9651158002751725,0.0017715073257247636,4
10,25.864636850357055,0.5597846399825881,7.408483219146729,1.1015741213275978,32,10,0.01,"{'batch_size': 32, 'encoding_layers': 10, 'learning_rate': 0.01}",0.8939852877542189,0.9086975335352662,0.9043290043290043,0.893073593073593,0.906060606060606,0.9012292049505378,0.006445393178962283,1,0.9587411010291609,0.9708623919980031,0.9678874990218092,0.9585472812313768,0.9712374264851947,0.9654551399531088,0.005681309948364748,2
11,39.19374032020569,1.5632539541442345,9.625500869750976,1.3311350581170707,32,10,0.1,"{'batch_size': 32, 'encoding_layers': 10, 'learning_rate': 0.1}",0.771960190393769,0.8312418866291649,0.8047619047619048,0.79004329004329,0.8952380952380953,0.8186490734132448,0.04293123175904534,12,0.9171386472812563,0.9139878562599808,0.963340416438422,0.9343904817514732,0.968530095170446,0.9394774993803157,0.022751334468679416,12
