,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.0017829418182373046,0.0003191361916311745,0.0009775161743164062,0.00013532920818328718,0.1,0.001,"{'C': 0.1, 'gamma': 0.001}",0.5,0.5208333333333334,0.5208333333333334,0.5208333333333334,0.5208333333333334,0.5166666666666668,0.008333333333333349,13
1,0.0017256736755371094,0.00030912794334357423,0.0009111881256103516,0.0001644695207399991,0.1,0.01,"{'C': 0.1, 'gamma': 0.01}",0.5,0.5208333333333334,0.5208333333333334,0.5208333333333334,0.5208333333333334,0.5166666666666668,0.008333333333333349,13
2,0.0014234066009521484,0.0003408112454924707,0.0007595062255859375,0.00016728604221259006,0.1,0.1,"{'C': 0.1, 'gamma': 0.1}",0.8333333333333334,0.875,0.9375,0.8958333333333334,0.9791666666666666,0.9041666666666668,0.050346024889977366,9
3,0.001857614517211914,2.5718989125788613e-05,0.0009999752044677734,2.1788588570739088e-05,0.1,1.0,"{'C': 0.1, 'gamma': 1.0}",0.5,0.5208333333333334,0.5208333333333334,0.5208333333333334,0.5208333333333334,0.5166666666666668,0.008333333333333349,13
4,0.0011344432830810546,5.718058945527888e-05,0.0006216049194335937,2.391013858416417e-05,1.0,0.001,"{'C': 1.0, 'gamma': 0.001}",0.5,0.5208333333333334,0.5208333333333334,0.5208333333333334,0.5208333333333334,0.5166666666666668,0.008333333333333349,13
5,0.0015994071960449218,0.00026149275870728124,0.0008792400360107422,0.0001451929135703042,1.0,0.01,"{'C': 1.0, 'gamma': 0.01}",0.9166666666666666,0.9791666666666666,0.9791666666666666,1.0,1.0,0.975,0.030618621784789735,6
6,0.0013781070709228515,0.0002408900150070135,0.0007577896118164063,0.00012335221543860263,1.0,0.1,"{'C': 1.0, 'gamma': 0.1}",0.9166666666666666,0.9791666666666666,0.9791666666666666,0.9583333333333334,1.0,0.9666666666666668,0.028259708263021956,8
7,0.0013610363006591798,5.1213198748230444e-05,0.0006955146789550781,5.0900976309449136e-05,1.0,1.0,"{'C': 1.0, 'gamma': 1.0}",0.7916666666666666,0.875,0.9375,0.8333333333333334,0.8333333333333334,0.8541666666666666,0.04930066485916347,12
8,0.0014263153076171874,0.00031256356008540034,0.0007853507995605469,0.00016555742184628987,10.0,0.001,"{'C': 10.0, 'gamma': 0.001}",0.9166666666666666,0.9791666666666666,0.9791666666666666,1.0,1.0,0.975,0.030618621784789735,6
9,0.0013781547546386718,5.479284308167411e-05,0.0007468700408935547,2.7375852072244608e-05,10.0,0.01,"{'C': 10.0, 'gamma': 0.01}",0.9583333333333334,1.0,1.0,0.9791666666666666,1.0,0.9875,0.016666666666666656,2
10,0.00087890625,1.2264637325507208e-05,0.00043549537658691404,1.2981535860271152e-05,10.0,0.1,"{'C': 10.0, 'gamma': 0.1}",0.9583333333333334,0.9791666666666666,0.9791666666666666,0.9791666666666666,1.0,0.9791666666666666,0.013176156917368235,4
11,0.001602506637573242,0.00042468750282140716,0.0008016586303710938,0.00018757549550417086,10.0,1.0,"{'C': 10.0, 'gamma': 1.0}",0.7916666666666666,0.875,0.9375,0.8541666666666666,0.8333333333333334,0.8583333333333332,0.04823265376162594,10
12,0.0013605594635009766,9.685014623091881e-05,0.0007665157318115234,3.395569423241241e-05,100.0,0.001,"{'C': 100.0, 'gamma': 0.001}",0.9583333333333334,1.0,1.0,0.9791666666666666,1.0,0.9875,0.016666666666666656,2
13,0.0008903980255126953,0.0001591831849378045,0.00045385360717773435,0.00010030149194344904,100.0,0.01,"{'C': 100.0, 'gamma': 0.01}",1.0,1.0,0.9791666666666666,1.0,1.0,0.9958333333333332,0.008333333333333349,1
14,0.0012052536010742187,0.00024213570221552337,0.0006198883056640625,0.0001248371154814018,100.0,0.1,"{'C': 100.0, 'gamma': 0.1}",0.9583333333333334,0.9791666666666666,0.9791666666666666,0.9791666666666666,1.0,0.9791666666666666,0.013176156917368235,4
15,0.0016053676605224609,0.00030947134194598316,0.0007625579833984375,0.0001448966509246842,100.0,1.0,"{'C': 100.0, 'gamma': 1.0}",0.7916666666666666,0.875,0.9375,0.8541666666666666,0.8333333333333334,0.8583333333333332,0.04823265376162594,10
