,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_kernel_shape,param_learning_rate,param_max_vmap,param_n_qchannels,param_qkernel_shape,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,106.43140726089476,1.8075430450422447,36.26923761367798,0.0319860266404635,32,5,0.0001,32,5,2,"{'batch_size': 32, 'kernel_shape': 5, 'learning_rate': 0.0001, 'max_vmap': 32, 'n_qchannels': 5, 'qkernel_shape': 2}",0.95,0.955,0.93,0.95,0.95,0.947,0.0087177978870813,1,0.9955982392957184,0.9934440996897208,0.99004103693324,0.9929936943248924,0.9875888299469524,0.9919331800381048,0.0028033484033106,1
1,185.4074435710907,2.2679027740488538,73.66263146400452,0.1451247667060191,32,5,0.001,32,10,2,"{'batch_size': 32, 'kernel_shape': 5, 'learning_rate': 0.001, 'max_vmap': 32, 'n_qchannels': 10, 'qkernel_shape': 2}",0.97,0.93,0.92,0.945,0.945,0.942,0.0169115345252877,5,0.996498599439776,0.992343108797918,0.9859373436092485,0.9920928835952356,0.9862876588930036,0.9906319188670364,0.0040097920502732,2
2,191.25973544120788,2.574643396018163,74.70359725952149,0.3022979662509784,32,3,0.0001,32,10,2,"{'batch_size': 32, 'kernel_shape': 3, 'learning_rate': 0.0001, 'max_vmap': 32, 'n_qchannels': 10, 'qkernel_shape': 2}",0.96,0.93,0.92,0.93,0.92,0.932,0.014696938456699,13,0.9953981592637056,0.9912421179061156,0.9876388749874888,0.9897908117305576,0.988489640676609,0.9905119209128952,0.002730293814455,3
3,109.57430653572082,1.55717435939544,39.8970664024353,0.7944503885934545,32,3,0.001,32,5,2,"{'batch_size': 32, 'kernel_shape': 3, 'learning_rate': 0.001, 'max_vmap': 32, 'n_qchannels': 5, 'qkernel_shape': 2}",0.955,0.955,0.915,0.925,0.935,0.937,0.0159999999999999,9,0.9914965986394556,0.9952457211490342,0.9861375237713944,0.9896907216494844,0.9897908117305576,0.9904722753879852,0.0029563596904732,4
4,100.97398524284364,2.744639380365613,38.02582879066468,0.081863874751894,32,2,0.001,32,5,2,"{'batch_size': 32, 'kernel_shape': 2, 'learning_rate': 0.001, 'max_vmap': 32, 'n_qchannels': 5, 'qkernel_shape': 2}",0.935,0.925,0.915,0.92,0.95,0.929,0.0124096736459908,14,0.9901960784313724,0.9885396857171456,0.986738064257832,0.9898909018116304,0.9961965769192274,0.9903122614274416,0.0031853766269393,5
5,112.4710446357727,5.37417327529016,36.76120891571045,0.1810390544592703,32,3,0.0001,32,5,2,"{'batch_size': 32, 'kernel_shape': 3, 'learning_rate': 0.0001, 'max_vmap': 32, 'n_qchannels': 5, 'qkernel_shape': 2}",0.955,0.935,0.925,0.96,0.935,0.9420000000000002,0.0132664991614215,4,0.9914965986394556,0.9937443699329396,0.9863377039335404,0.9934941447302572,0.9863877489740768,0.9902921132420538,0.0033016141597734,6
6,177.0642873287201,4.802688669361995,71.82393584251403,0.1010409499188286,32,5,0.01,32,10,2,"{'batch_size': 32, 'kernel_shape': 5, 'learning_rate': 0.01, 'max_vmap': 32, 'n_qchannels': 10, 'qkernel_shape': 2}",0.93,0.73,0.93,0.945,0.92,0.891,0.0808949936646267,23,0.993097238895558,0.9883395055549996,0.98733860474427,0.9918927034330898,0.9902912621359224,0.9901918629527678,0.0021408530187514,7
7,103.7008125782013,0.7359436339137578,37.866899490356445,0.1719856987073261,32,5,0.001,32,5,2,"{'batch_size': 32, 'kernel_shape': 5, 'learning_rate': 0.001, 'max_vmap': 32, 'n_qchannels': 5, 'qkernel_shape': 2}",0.96,0.95,0.915,0.945,0.95,0.944,0.0152970585407783,2,0.9943977591036416,0.9909418476628968,0.9865378840956862,0.991392253027725,0.9874887398658792,0.9901516967511658,0.0028405402697913,8
8,98.42437858581545,1.837533074342604,38.61372919082642,0.1050276960729783,32,2,0.01,32,5,2,"{'batch_size': 32, 'kernel_shape': 2, 'learning_rate': 0.01, 'max_vmap': 32, 'n_qchannels': 5, 'qkernel_shape': 2}",0.935,0.95,0.915,0.92,0.925,0.929,0.0124096736459908,14,0.9879951980792316,0.992543288960064,0.9884395956360724,0.9920928835952356,0.9886898208387548,0.9899521574218716,0.0019497537214336,9
9,182.28878841400143,1.031739353120336,69.99770774841309,0.0849358805006096,32,5,0.0001,32,10,2,"{'batch_size': 32, 'kernel_shape': 5, 'learning_rate': 0.0001, 'max_vmap': 32, 'n_qchannels': 10, 'qkernel_shape': 2}",0.955,0.945,0.92,0.94,0.94,0.9399999999999998,0.0114017542509913,7,0.995998399359744,0.9872385146631968,0.9875387849064158,0.9872885597037334,0.9915924331898708,0.989931338364592,0.003450459555618,10
10,179.41117582321166,2.12159862913198,73.487881565094,0.3109850504931167,32,3,0.01,32,10,2,"{'batch_size': 32, 'kernel_shape': 3, 'learning_rate': 0.01, 'max_vmap': 32, 'n_qchannels': 10, 'qkernel_shape': 2}",0.93,0.935,0.925,0.935,0.94,0.933,0.0050990195135927,11,0.9915966386554622,0.9882394154739264,0.9883395055549996,0.9890901811630468,0.9895906315684116,0.9893712744831694,0.0012186081095027,11
11,191.8062345504761,4.518576575542075,80.65776071548461,0.9658464808112082,32,2,0.001,32,10,2,"{'batch_size': 32, 'kernel_shape': 2, 'learning_rate': 0.001, 'max_vmap': 32, 'n_qchannels': 10, 'qkernel_shape': 2}",0.95,0.95,0.92,0.945,0.95,0.943,0.0116619037896905,3,0.9903961584633854,0.9907416675007508,0.987138424582124,0.9875888299469524,0.990691622460214,0.9893113405906852,0.0016010277838921,12
