,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_learning_rate,param_max_vmap,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,33.85412383079529,7.739755240436758,1.0094028949737548,0.021008012566052368,32,0.001,1,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1}",0.5208333333333334,0.5,0.4375,0.4791666666666667,0.5208333333333334,0.4916666666666667,0.03118047822311619,1,0.568695652173913,0.5269565217391304,0.4079861111111111,0.5069444444444444,0.5190972222222222,0.5059359903381642,0.053195961762339185,1
