dataset,model,scaling,score
two_manifold-5degree-0.1offset-6d,ProjectedQuantumKernel,3.0,0.9833333333333333
two_manifold-5degree-0.1offset-6d,ProjectedQuantumKernel,10.0,0.9333333333333333
two_manifold-5degree-0.1offset-6d,ProjectedQuantumKernel,0.01,0.48333333333333334
two_manifold-5degree-0.1offset-6d,ProjectedQuantumKernel,0.1,0.5833333333333334
two_manifold-5degree-0.1offset-6d,ProjectedQuantumKernel,0.3,0.8666666666666667
two_manifold-5degree-0.1offset-6d,ProjectedQuantumKernel,0.6,0.9333333333333333
two_manifold-5degree-0.1offset-6d,ProjectedQuantumKernel,1.0,0.9666666666666667
two_manifold-5degree-0.1offset-6d,ProjectedQuantumKernel,1.5,0.9666666666666667
two_manifold-5degree-0.1offset-6d,ProjectedQuantumKernel,3.0,1.0
two_manifold-5degree-0.1offset-6d,ProjectedQuantumKernel,10.0,0.9
two_manifold-5degree-0.1offset-6d,ProjectedQuantumKernel,0.01,0.48333333333333334
two_manifold-5degree-0.1offset-6d,ProjectedQuantumKernel,0.1,0.7666666666666667
two_manifold-5degree-0.1offset-6d,ProjectedQuantumKernel,0.3,0.8833333333333333
two_manifold-5degree-0.1offset-6d,ProjectedQuantumKernel,0.6,0.9333333333333333
two_manifold-5degree-0.1offset-6d,ProjectedQuantumKernel,1.0,0.9666666666666667
two_manifold-5degree-0.1offset-6d,ProjectedQuantumKernel,1.5,0.9666666666666667
two_manifold-5degree-0.1offset-6d,ProjectedQuantumKernel,3.0,0.9666666666666667
two_manifold-5degree-0.1offset-6d,ProjectedQuantumKernel,10.0,0.9166666666666666
two_manifold-5degree-0.1offset-6d,ProjectedQuantumKernel,0.01,0.48333333333333334
two_manifold-5degree-0.1offset-6d,ProjectedQuantumKernel,0.1,0.65
two_manifold-5degree-0.1offset-6d,ProjectedQuantumKernel,0.3,0.8833333333333333
two_manifold-5degree-0.1offset-6d,ProjectedQuantumKernel,0.6,0.9333333333333333
two_manifold-5degree-0.1offset-6d,ProjectedQuantumKernel,1.0,0.95
two_manifold-5degree-0.1offset-6d,ProjectedQuantumKernel,1.5,0.9666666666666667
two_manifold-5degree-0.1offset-6d,ProjectedQuantumKernel,3.0,1.0
two_manifold-5degree-0.1offset-6d,ProjectedQuantumKernel,10.0,0.9
two_manifold-5degree-0.1offset-6d,ProjectedQuantumKernel,0.01,0.48333333333333334
two_manifold-5degree-0.1offset-6d,ProjectedQuantumKernel,0.1,0.5333333333333333
two_manifold-5degree-0.1offset-6d,ProjectedQuantumKernel,0.3,0.9
two_manifold-5degree-0.1offset-6d,ProjectedQuantumKernel,0.6,0.9333333333333333
two_manifold-5degree-0.1offset-6d,ProjectedQuantumKernel,1.0,0.9666666666666667
two_manifold-5degree-0.1offset-6d,ProjectedQuantumKernel,1.5,0.9666666666666667
two_manifold-5degree-0.1offset-6d,ProjectedQuantumKernel,3.0,1.0
two_manifold-5degree-0.1offset-6d,ProjectedQuantumKernel,10.0,0.9166666666666666
two_manifold-5degree-0.1offset-6d,IQPKernelClassifier,0.01,0.5666666666666667
two_manifold-5degree-0.1offset-6d,IQPKernelClassifier,0.1,0.8166666666666667
two_manifold-5degree-0.1offset-6d,IQPKernelClassifier,0.3,0.9166666666666666
two_manifold-5degree-0.1offset-6d,IQPKernelClassifier,0.6,0.9666666666666667
two_manifold-5degree-0.1offset-6d,IQPKernelClassifier,1.0,0.95
two_manifold-5degree-0.1offset-6d,IQPKernelClassifier,1.5,0.9666666666666667
two_manifold-5degree-0.1offset-6d,IQPKernelClassifier,3.0,0.9
two_manifold-5degree-0.1offset-6d,IQPKernelClassifier,10.0,0.5166666666666667
two_manifold-5degree-0.1offset-6d,IQPKernelClassifier,0.01,0.5666666666666667
two_manifold-5degree-0.1offset-6d,IQPKernelClassifier,0.1,0.8166666666666667
two_manifold-5degree-0.1offset-6d,IQPKernelClassifier,0.3,0.9166666666666666
two_manifold-5degree-0.1offset-6d,IQPKernelClassifier,0.6,0.9666666666666667
two_manifold-5degree-0.1offset-6d,IQPKernelClassifier,1.0,0.95
two_manifold-5degree-0.1offset-6d,IQPKernelClassifier,1.5,0.9666666666666667
two_manifold-5degree-0.1offset-6d,IQPKernelClassifier,3.0,0.9
two_manifold-5degree-0.1offset-6d,IQPKernelClassifier,10.0,0.5166666666666667
two_manifold-5degree-0.1offset-6d,IQPKernelClassifier,0.01,0.5666666666666667
two_manifold-5degree-0.1offset-6d,IQPKernelClassifier,0.1,0.8166666666666667
two_manifold-5degree-0.1offset-6d,IQPKernelClassifier,0.3,0.9166666666666666
two_manifold-5degree-0.1offset-6d,IQPKernelClassifier,0.6,0.9666666666666667
two_manifold-5degree-0.1offset-6d,IQPKernelClassifier,1.0,0.95
two_manifold-5degree-0.1offset-6d,IQPKernelClassifier,1.5,0.9666666666666667
two_manifold-5degree-0.1offset-6d,IQPKernelClassifier,3.0,0.9
two_manifold-5degree-0.1offset-6d,IQPKernelClassifier,10.0,0.5166666666666667
two_manifold-5degree-0.1offset-6d,IQPKernelClassifier,0.01,0.5666666666666667
two_manifold-5degree-0.1offset-6d,IQPKernelClassifier,0.1,0.8166666666666667
two_manifold-5degree-0.1offset-6d,IQPKernelClassifier,0.3,0.9166666666666666
two_manifold-5degree-0.1offset-6d,IQPKernelClassifier,0.6,0.9666666666666667
two_manifold-5degree-0.1offset-6d,IQPKernelClassifier,1.0,0.95
two_manifold-5degree-0.1offset-6d,IQPKernelClassifier,1.5,0.9666666666666667
two_manifold-5degree-0.1offset-6d,IQPKernelClassifier,3.0,0.9
two_manifold-5degree-0.1offset-6d,IQPKernelClassifier,10.0,0.5166666666666667
two_manifold-5degree-0.1offset-6d,IQPKernelClassifier,0.01,0.5666666666666667
two_manifold-5degree-0.1offset-6d,IQPKernelClassifier,0.1,0.8166666666666667
two_manifold-5degree-0.1offset-6d,IQPKernelClassifier,0.3,0.9166666666666666
two_manifold-5degree-0.1offset-6d,IQPKernelClassifier,0.6,0.9666666666666667
two_manifold-5degree-0.1offset-6d,IQPKernelClassifier,1.0,0.95
two_manifold-5degree-0.1offset-6d,IQPKernelClassifier,1.5,0.9666666666666667
two_manifold-5degree-0.1offset-6d,IQPKernelClassifier,3.0,0.9
two_manifold-5degree-0.1offset-6d,IQPKernelClassifier,10.0,0.5166666666666667
