dataset,model,scaling,score
two_manifold-5degree-0.1offset-6d,DressedQuantumCircuitClassifier,0.6,0.9833333333333333
two_manifold-5degree-0.1offset-6d,DressedQuantumCircuitClassifier,1.0,0.95
two_manifold-5degree-0.1offset-6d,DressedQuantumCircuitClassifier,1.5,1.0
two_manifold-5degree-0.1offset-6d,DressedQuantumCircuitClassifier,3.0,0.9666666666666667
two_manifold-5degree-0.1offset-6d,DressedQuantumCircuitClassifier,10.0,0.7833333333333333
two_manifold-5degree-0.1offset-6d,IQPVariationalClassifier,0.01,0.5166666666666667
two_manifold-5degree-0.1offset-6d,IQPVariationalClassifier,0.1,0.6166666666666667
two_manifold-5degree-0.1offset-6d,IQPVariationalClassifier,0.3,0.6
two_manifold-5degree-0.1offset-6d,IQPVariationalClassifier,0.6,0.7
two_manifold-5degree-0.1offset-6d,IQPVariationalClassifier,1.0,0.85
two_manifold-5degree-0.1offset-6d,IQPVariationalClassifier,1.5,0.8333333333333334
two_manifold-5degree-0.1offset-6d,IQPVariationalClassifier,3.0,0.7
two_manifold-5degree-0.1offset-6d,IQPVariationalClassifier,10.0,0.5666666666666667
two_manifold-5degree-0.1offset-6d,IQPVariationalClassifier,0.01,0.48333333333333334
two_manifold-5degree-0.1offset-6d,IQPVariationalClassifier,0.1,0.6166666666666667
two_manifold-5degree-0.1offset-6d,IQPVariationalClassifier,0.3,0.6166666666666667
two_manifold-5degree-0.1offset-6d,IQPVariationalClassifier,0.6,0.65
two_manifold-5degree-0.1offset-6d,IQPVariationalClassifier,1.0,0.8166666666666667
two_manifold-5degree-0.1offset-6d,IQPVariationalClassifier,1.5,0.8833333333333333
two_manifold-5degree-0.1offset-6d,IQPVariationalClassifier,3.0,0.6
two_manifold-5degree-0.1offset-6d,IQPVariationalClassifier,10.0,0.6
two_manifold-5degree-0.1offset-6d,IQPVariationalClassifier,0.01,0.48333333333333334
two_manifold-5degree-0.1offset-6d,IQPVariationalClassifier,0.1,0.6166666666666667
two_manifold-5degree-0.1offset-6d,IQPVariationalClassifier,0.3,0.6166666666666667
two_manifold-5degree-0.1offset-6d,IQPVariationalClassifier,0.6,0.6833333333333333
two_manifold-5degree-0.1offset-6d,IQPVariationalClassifier,1.0,0.7666666666666667
two_manifold-5degree-0.1offset-6d,IQPVariationalClassifier,1.5,0.7666666666666667
two_manifold-5degree-0.1offset-6d,IQPVariationalClassifier,3.0,0.7333333333333333
two_manifold-5degree-0.1offset-6d,IQPVariationalClassifier,10.0,0.5333333333333333
two_manifold-5degree-0.1offset-6d,IQPVariationalClassifier,0.01,0.48333333333333334
two_manifold-5degree-0.1offset-6d,IQPVariationalClassifier,0.1,0.6833333333333333
two_manifold-5degree-0.1offset-6d,IQPVariationalClassifier,0.3,0.65
two_manifold-5degree-0.1offset-6d,IQPVariationalClassifier,0.6,0.6833333333333333
two_manifold-5degree-0.1offset-6d,IQPVariationalClassifier,1.0,0.7666666666666667
two_manifold-5degree-0.1offset-6d,IQPVariationalClassifier,1.5,0.8
two_manifold-5degree-0.1offset-6d,IQPVariationalClassifier,3.0,0.65
two_manifold-5degree-0.1offset-6d,IQPVariationalClassifier,10.0,0.5
two_manifold-5degree-0.1offset-6d,IQPVariationalClassifier,0.01,0.48333333333333334
two_manifold-5degree-0.1offset-6d,IQPVariationalClassifier,0.1,0.5833333333333334
two_manifold-5degree-0.1offset-6d,IQPVariationalClassifier,0.3,0.6666666666666666
two_manifold-5degree-0.1offset-6d,IQPVariationalClassifier,0.6,0.7
two_manifold-5degree-0.1offset-6d,IQPVariationalClassifier,1.0,0.8
two_manifold-5degree-0.1offset-6d,IQPVariationalClassifier,1.5,0.8166666666666667
two_manifold-5degree-0.1offset-6d,IQPVariationalClassifier,3.0,0.8
two_manifold-5degree-0.1offset-6d,IQPVariationalClassifier,10.0,0.5166666666666667
two_manifold-5degree-0.1offset-6d,QuantumMetricLearner,0.01,0.6
two_manifold-5degree-0.1offset-6d,QuantumMetricLearner,0.1,0.6833333333333333
two_manifold-5degree-0.1offset-6d,QuantumMetricLearner,0.3,0.6
two_manifold-5degree-0.1offset-6d,QuantumMetricLearner,0.6,0.75
two_manifold-5degree-0.1offset-6d,QuantumMetricLearner,1.0,0.7833333333333333
two_manifold-5degree-0.1offset-6d,QuantumMetricLearner,1.5,0.8833333333333333
two_manifold-5degree-0.1offset-6d,QuantumMetricLearner,3.0,0.9
two_manifold-5degree-0.1offset-6d,QuantumMetricLearner,10.0,0.65
two_manifold-5degree-0.1offset-6d,QuantumMetricLearner,0.01,0.55
two_manifold-5degree-0.1offset-6d,QuantumMetricLearner,0.1,0.5
two_manifold-5degree-0.1offset-6d,QuantumMetricLearner,0.3,0.7
two_manifold-5degree-0.1offset-6d,QuantumMetricLearner,0.6,0.6833333333333333
two_manifold-5degree-0.1offset-6d,QuantumMetricLearner,1.0,0.8
two_manifold-5degree-0.1offset-6d,QuantumMetricLearner,1.5,0.85
two_manifold-5degree-0.1offset-6d,QuantumMetricLearner,3.0,0.85
two_manifold-5degree-0.1offset-6d,QuantumMetricLearner,10.0,0.6833333333333333
two_manifold-5degree-0.1offset-6d,QuantumMetricLearner,0.01,0.5833333333333334
two_manifold-5degree-0.1offset-6d,QuantumMetricLearner,0.1,0.7
two_manifold-5degree-0.1offset-6d,QuantumMetricLearner,0.3,0.7166666666666667
two_manifold-5degree-0.1offset-6d,QuantumMetricLearner,0.6,0.75
two_manifold-5degree-0.1offset-6d,QuantumMetricLearner,1.0,0.7666666666666667
two_manifold-5degree-0.1offset-6d,QuantumMetricLearner,1.5,0.7166666666666667
two_manifold-5degree-0.1offset-6d,QuantumMetricLearner,3.0,0.75
two_manifold-5degree-0.1offset-6d,QuantumMetricLearner,10.0,0.6833333333333333
two_manifold-5degree-0.1offset-6d,QuantumMetricLearner,0.01,0.6
two_manifold-5degree-0.1offset-6d,QuantumMetricLearner,0.1,0.6833333333333333
two_manifold-5degree-0.1offset-6d,QuantumMetricLearner,0.3,0.6333333333333333
two_manifold-5degree-0.1offset-6d,QuantumMetricLearner,0.6,0.8166666666666667
two_manifold-5degree-0.1offset-6d,QuantumMetricLearner,1.0,0.7833333333333333
two_manifold-5degree-0.1offset-6d,QuantumMetricLearner,1.5,0.7833333333333333
two_manifold-5degree-0.1offset-6d,QuantumMetricLearner,3.0,0.8
two_manifold-5degree-0.1offset-6d,QuantumMetricLearner,10.0,0.6833333333333333
two_manifold-5degree-0.1offset-6d,QuantumMetricLearner,0.01,0.7
two_manifold-5degree-0.1offset-6d,QuantumMetricLearner,0.1,0.6166666666666667
two_manifold-5degree-0.1offset-6d,QuantumMetricLearner,0.3,0.7333333333333333
two_manifold-5degree-0.1offset-6d,QuantumMetricLearner,0.6,0.6666666666666666
two_manifold-5degree-0.1offset-6d,QuantumMetricLearner,1.0,0.7666666666666667
two_manifold-5degree-0.1offset-6d,QuantumMetricLearner,1.5,0.8166666666666667
two_manifold-5degree-0.1offset-6d,QuantumMetricLearner,3.0,0.85
two_manifold-5degree-0.1offset-6d,QuantumMetricLearner,10.0,0.6333333333333333
two_manifold-5degree-0.1offset-6d,TreeTensorClassifier,0.01,0.6333333333333333
two_manifold-5degree-0.1offset-6d,TreeTensorClassifier,0.1,0.65
two_manifold-5degree-0.1offset-6d,TreeTensorClassifier,0.3,0.65
two_manifold-5degree-0.1offset-6d,TreeTensorClassifier,0.6,0.6333333333333333
two_manifold-5degree-0.1offset-6d,TreeTensorClassifier,1.0,0.65
two_manifold-5degree-0.1offset-6d,TreeTensorClassifier,1.5,0.65
two_manifold-5degree-0.1offset-6d,TreeTensorClassifier,3.0,0.65
two_manifold-5degree-0.1offset-6d,TreeTensorClassifier,10.0,0.6666666666666666
two_manifold-5degree-0.1offset-6d,TreeTensorClassifier,0.01,0.6
two_manifold-5degree-0.1offset-6d,TreeTensorClassifier,0.1,0.6833333333333333
two_manifold-5degree-0.1offset-6d,TreeTensorClassifier,0.3,0.6166666666666667
two_manifold-5degree-0.1offset-6d,TreeTensorClassifier,0.6,0.6333333333333333
two_manifold-5degree-0.1offset-6d,TreeTensorClassifier,1.0,0.6833333333333333
two_manifold-5degree-0.1offset-6d,TreeTensorClassifier,1.5,0.7
two_manifold-5degree-0.1offset-6d,TreeTensorClassifier,3.0,0.7
two_manifold-5degree-0.1offset-6d,TreeTensorClassifier,10.0,0.7166666666666667
two_manifold-5degree-0.1offset-6d,TreeTensorClassifier,0.01,0.55
two_manifold-5degree-0.1offset-6d,TreeTensorClassifier,0.1,0.6
two_manifold-5degree-0.1offset-6d,TreeTensorClassifier,0.3,0.6666666666666666
two_manifold-5degree-0.1offset-6d,TreeTensorClassifier,0.6,0.7
two_manifold-5degree-0.1offset-6d,TreeTensorClassifier,1.0,0.7
two_manifold-5degree-0.1offset-6d,TreeTensorClassifier,1.5,0.65
two_manifold-5degree-0.1offset-6d,TreeTensorClassifier,3.0,0.65
two_manifold-5degree-0.1offset-6d,TreeTensorClassifier,10.0,0.65
two_manifold-5degree-0.1offset-6d,TreeTensorClassifier,0.01,0.7166666666666667
two_manifold-5degree-0.1offset-6d,TreeTensorClassifier,0.1,0.6666666666666666
two_manifold-5degree-0.1offset-6d,TreeTensorClassifier,0.3,0.6333333333333333
two_manifold-5degree-0.1offset-6d,TreeTensorClassifier,0.6,0.7
two_manifold-5degree-0.1offset-6d,TreeTensorClassifier,1.0,0.7
two_manifold-5degree-0.1offset-6d,TreeTensorClassifier,1.5,0.7
two_manifold-5degree-0.1offset-6d,TreeTensorClassifier,3.0,0.7
two_manifold-5degree-0.1offset-6d,TreeTensorClassifier,10.0,0.7
two_manifold-5degree-0.1offset-6d,TreeTensorClassifier,0.01,0.5833333333333334
two_manifold-5degree-0.1offset-6d,TreeTensorClassifier,0.1,0.6333333333333333
two_manifold-5degree-0.1offset-6d,TreeTensorClassifier,0.3,0.6333333333333333
two_manifold-5degree-0.1offset-6d,TreeTensorClassifier,0.6,0.6333333333333333
two_manifold-5degree-0.1offset-6d,TreeTensorClassifier,1.0,0.65
two_manifold-5degree-0.1offset-6d,TreeTensorClassifier,1.5,0.6666666666666666
two_manifold-5degree-0.1offset-6d,TreeTensorClassifier,3.0,0.7
two_manifold-5degree-0.1offset-6d,TreeTensorClassifier,10.0,0.7
