,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.0012774467468261719,0.0001590766208765894,0.0007006168365478515,8.418486766879936e-05,0.1,0.001,"{'C': 0.1, 'gamma': 0.001}",0.5208333333333334,0.5208333333333334,0.5208333333333334,0.5,0.5,0.5125,0.010206207261596593,16
1,0.0010426044464111328,7.348507725840756e-05,0.000614786148071289,2.7450086802628754e-05,0.1,0.01,"{'C': 0.1, 'gamma': 0.01}",0.5625,0.5833333333333334,0.6666666666666666,0.6041666666666666,0.6666666666666666,0.6166666666666666,0.04289845892077915,14
2,0.0011187553405761718,0.00033587404151572944,0.0005795955657958984,6.237934058697074e-05,0.1,0.1,"{'C': 0.1, 'gamma': 0.1}",0.6875,0.7708333333333334,0.7916666666666666,0.8125,0.8541666666666666,0.7833333333333333,0.05527707983925666,11
3,0.0016903877258300781,0.000879966356036954,0.004716825485229492,0.007829527340261608,0.1,1.0,"{'C': 0.1, 'gamma': 1.0}",0.7916666666666666,0.9375,0.8333333333333334,0.875,0.8541666666666666,0.8583333333333334,0.04823265376162594,10
4,0.0018175125122070312,0.00032680024809880043,0.001004934310913086,0.00027579479681314395,1.0,0.001,"{'C': 1.0, 'gamma': 0.001}",0.5625,0.5,0.6458333333333334,0.5833333333333334,0.5833333333333334,0.5750000000000001,0.04677071733467428,15
5,0.0012181758880615234,0.0003082465706511231,0.0009077072143554687,0.0005891061199639675,1.0,0.01,"{'C': 1.0, 'gamma': 0.01}",0.6875,0.7291666666666666,0.75,0.8125,0.8541666666666666,0.7666666666666666,0.05951190357119041,13
6,0.0009063720703125,0.00044962562294747046,0.001248788833618164,0.0010908245414366804,1.0,0.1,"{'C': 1.0, 'gamma': 0.1}",0.9375,0.9583333333333334,0.9166666666666666,0.9375,0.8958333333333334,0.9291666666666666,0.02124591463996994,9
7,0.0020425796508789064,0.0010112427324068481,0.000575399398803711,3.556342186440951e-05,1.0,1.0,"{'C': 1.0, 'gamma': 1.0}",0.9791666666666666,0.9583333333333334,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.975,0.008333333333333305,6
8,0.0013019084930419923,0.0008058158961053997,0.0007207870483398437,0.000383080965955543,10.0,0.001,"{'C': 10.0, 'gamma': 0.001}",0.6666666666666666,0.8125,0.7291666666666666,0.8125,0.875,0.7791666666666666,0.07288689868556628,12
9,0.0015424728393554688,0.0007423999229067376,0.0008390426635742187,0.0004057107362449393,10.0,0.01,"{'C': 10.0, 'gamma': 0.01}",0.9166666666666666,0.9791666666666666,0.9375,0.9583333333333334,0.9375,0.9458333333333332,0.021245914639969943,8
10,0.0010642051696777345,0.0007203581268927313,0.0005469322204589844,0.00035836417376838983,10.0,0.1,"{'C': 10.0, 'gamma': 0.1}",1.0,1.0,0.9791666666666666,1.0,1.0,0.9958333333333332,0.008333333333333349,1
11,0.0012990951538085938,0.0004499652917124337,0.0005167007446289062,4.665100459209762e-05,10.0,1.0,"{'C': 10.0, 'gamma': 1.0}",0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9583333333333334,1.0,0.9791666666666667,0.013176156917368235,4
12,0.0016614913940429688,0.0008379259871233635,0.0011864662170410155,0.0008147315734174344,100.0,0.001,"{'C': 100.0, 'gamma': 0.001}",0.9375,0.9791666666666666,0.9791666666666666,0.9375,0.9583333333333334,0.9583333333333333,0.01863389981249823,7
13,0.000884389877319336,0.00027851840032901213,0.00040426254272460935,3.747909730201256e-05,100.0,0.01,"{'C': 100.0, 'gamma': 0.01}",1.0,1.0,0.9791666666666666,1.0,1.0,0.9958333333333332,0.008333333333333349,1
14,0.0008063793182373046,0.00017662755084882454,0.0004108428955078125,6.243552142983965e-05,100.0,0.1,"{'C': 100.0, 'gamma': 0.1}",1.0,1.0,0.9791666666666666,1.0,1.0,0.9958333333333332,0.008333333333333349,1
15,0.0012352466583251953,0.0003460016967149421,0.000515604019165039,6.001495280662709e-05,100.0,1.0,"{'C': 100.0, 'gamma': 1.0}",0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9583333333333334,1.0,0.9791666666666667,0.013176156917368235,4
