,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_max_vmap,param_repeats,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,4417.138147592545,30.256584844990503,1856.9426913261414,32.25860330844405,100.0,100,10,"{'C': 100.0, 'max_vmap': 100, 'repeats': 10}",0.9791666666666666,0.9583333333333334,0.875,0.9375,0.9791666666666666,0.9458333333333334,0.038640077064565424,1,,,,,,,,1
