,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_batch_size,param_hidden_layer_sizes,param_learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.13864474296569823,0.01189021939127093,0.0004983901977539063,0.00025275673740219457,0.01,32,"(100,)",0.001,"{'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (100,), 'learning_rate_init': 0.001}",1.0,0.9791666666666666,0.9583333333333334,1.0,1.0,0.9875,0.016666666666666656,2
1,0.06131248474121094,0.012710030887232288,0.00047292709350585935,0.00017120071695975165,0.01,32,"(100,)",0.01,"{'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (100,), 'learning_rate_init': 0.01}",1.0,1.0,0.9583333333333334,1.0,1.0,0.9916666666666668,0.016666666666666653,1
2,0.02465343475341797,0.011281606184931514,0.0003330230712890625,3.7668747212384265e-05,0.01,32,"(100,)",0.1,"{'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (100,), 'learning_rate_init': 0.1}",0.9583333333333334,0.9583333333333334,0.9791666666666666,0.9375,0.9791666666666666,0.9625,0.01559023911155807,23
3,0.11231975555419922,0.017477714900339628,0.0003795623779296875,1.762556815419259e-05,0.01,32,"(10, 10, 10, 10)",0.001,"{'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (10, 10, 10, 10), 'learning_rate_init': 0.001}",0.9583333333333334,1.0,0.9375,0.9791666666666666,0.9791666666666666,0.9708333333333334,0.02124591463996993,15
4,0.027410602569580077,0.002182256216065217,0.0004200935363769531,0.00013367268852829226,0.01,32,"(10, 10, 10, 10)",0.01,"{'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (10, 10, 10, 10), 'learning_rate_init': 0.01}",0.9375,0.8958333333333334,0.9583333333333334,0.9583333333333334,0.9791666666666666,0.9458333333333334,0.028259708263021936,27
5,0.07546796798706054,0.026049673265071564,0.0004974842071533203,0.0002648522275827246,0.01,32,"(10, 10, 10, 10)",0.1,"{'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (10, 10, 10, 10), 'learning_rate_init': 0.1}",0.9791666666666666,0.9791666666666666,0.9791666666666666,1.0,1.0,0.9875,0.010206207261596593,2
6,0.16230149269104005,0.12881043637239128,0.0003692626953125,5.031479407077948e-06,0.01,32,"(50, 10, 5)",0.001,"{'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (50, 10, 5), 'learning_rate_init': 0.001}",1.0,1.0,0.9166666666666666,1.0,0.9791666666666666,0.9791666666666666,0.03227486121839516,13
7,0.051710081100463864,0.005606180419620212,0.00036067962646484374,1.0837324315228694e-05,0.01,32,"(50, 10, 5)",0.01,"{'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (50, 10, 5), 'learning_rate_init': 0.01}",0.9791666666666666,0.9791666666666666,0.9583333333333334,1.0,1.0,0.9833333333333332,0.015590239111558083,10
8,0.06062583923339844,0.024118790710178983,0.00036869049072265627,7.882393706966024e-06,0.01,32,"(50, 10, 5)",0.1,"{'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (50, 10, 5), 'learning_rate_init': 0.1}",1.0,0.9583333333333334,0.9166666666666666,1.0,1.0,0.975,0.03333333333333334,14
9,0.10895218849182128,0.0026881748381263116,0.0004402637481689453,8.385674587126713e-05,0.001,32,"(100,)",0.001,"{'alpha': 0.001, 'batch_size': 32, 'hidden_layer_sizes': (100,), 'learning_rate_init': 0.001}",1.0,0.9791666666666666,0.9583333333333334,1.0,1.0,0.9875,0.016666666666666656,2
10,0.02825617790222168,0.0033337674833912746,0.00037827491760253904,4.5107535007932244e-05,0.001,32,"(100,)",0.01,"{'alpha': 0.001, 'batch_size': 32, 'hidden_layer_sizes': (100,), 'learning_rate_init': 0.01}",1.0,0.9791666666666666,0.9375,1.0,1.0,0.9833333333333332,0.02429563289518875,10
11,0.03068404197692871,0.012541083673359738,0.0004322052001953125,0.00014051869223814318,0.001,32,"(100,)",0.1,"{'alpha': 0.001, 'batch_size': 32, 'hidden_layer_sizes': (100,), 'learning_rate_init': 0.1}",0.9791666666666666,0.9791666666666666,0.8958333333333334,1.0,1.0,0.9708333333333332,0.03864007706456542,18
12,0.12254509925842286,0.014519608344386654,0.00037822723388671877,1.2265564238703776e-05,0.001,32,"(10, 10, 10, 10)",0.001,"{'alpha': 0.001, 'batch_size': 32, 'hidden_layer_sizes': (10, 10, 10, 10), 'learning_rate_init': 0.001}",0.9375,0.9583333333333334,0.9791666666666666,0.9583333333333334,1.0,0.9666666666666668,0.02124591463996993,20
13,0.02751021385192871,0.0019434892099934274,0.0003895282745361328,0.00013278450020450425,0.001,32,"(10, 10, 10, 10)",0.01,"{'alpha': 0.001, 'batch_size': 32, 'hidden_layer_sizes': (10, 10, 10, 10), 'learning_rate_init': 0.01}",0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9791666666666666,0.9791666666666666,0.9666666666666666,0.01020620726159654,21
14,0.025759315490722655,0.002556703661523458,0.0003216266632080078,2.881848516011814e-05,0.001,32,"(10, 10, 10, 10)",0.1,"{'alpha': 0.001, 'batch_size': 32, 'hidden_layer_sizes': (10, 10, 10, 10), 'learning_rate_init': 0.1}",0.9791666666666666,1.0,0.9583333333333334,1.0,1.0,0.9875,0.016666666666666656,2
