,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_encoding_layers,param_learning_rate,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,11.89637041091919,0.6772797923422805,1.3431006908416747,0.05152624954107396,32,1,0.001,"{'batch_size': 32, 'encoding_layers': 1, 'learning_rate': 0.001}",0.875,0.7916666666666666,0.875,0.8958333333333334,0.8541666666666666,0.8583333333333334,0.03584302194601097,10
1,5.954182815551758,0.70918036670882,1.221254539489746,0.04129256718328026,32,1,0.01,"{'batch_size': 32, 'encoding_layers': 1, 'learning_rate': 0.01}",0.8125,0.7916666666666666,0.9166666666666666,0.8541666666666666,0.8541666666666666,0.8458333333333332,0.04289845892077916,11
2,4.796491432189941,0.08630470446451717,1.1584245204925536,0.0776286877460366,32,1,0.1,"{'batch_size': 32, 'encoding_layers': 1, 'learning_rate': 0.1}",0.6041666666666666,0.7916666666666666,0.8958333333333334,0.8541666666666666,0.75,0.7791666666666666,0.10086432030758505,12
3,20.02837452888489,3.1271358168658807,3.374924659729004,0.12794678347637795,32,3,0.001,"{'batch_size': 32, 'encoding_layers': 3, 'learning_rate': 0.001}",0.9791666666666666,0.7916666666666666,0.9166666666666666,0.8958333333333334,0.8541666666666666,0.8875,0.06263873490988713,9
4,20.17610855102539,1.6207635126150952,3.2216097354888915,0.16757865052997326,32,3,0.01,"{'batch_size': 32, 'encoding_layers': 3, 'learning_rate': 0.01}",0.9583333333333334,0.9166666666666666,0.9583333333333334,0.9791666666666666,0.9375,0.95,0.021245914639969943,8
5,13.805467891693116,0.5884253373150151,3.380519676208496,0.18991951282142044,32,3,0.1,"{'batch_size': 32, 'encoding_layers': 3, 'learning_rate': 0.1}",0.9791666666666666,0.9166666666666666,0.9583333333333334,0.9791666666666666,0.9583333333333334,0.9583333333333333,0.02282177322938192,5
6,27.6694420337677,1.6356886884367727,4.856862306594849,0.1394041410396913,32,5,0.001,"{'batch_size': 32, 'encoding_layers': 5, 'learning_rate': 0.001}",0.9791666666666666,0.9166666666666666,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9666666666666666,0.025000000000000005,3
7,23.98414578437805,1.9844455730031925,5.159684562683106,0.31995091905155054,32,5,0.01,"{'batch_size': 32, 'encoding_layers': 5, 'learning_rate': 0.01}",0.9791666666666666,0.8958333333333334,0.9791666666666666,1.0,0.9791666666666666,0.9666666666666666,0.03632415786283893,3
8,22.501416015625,0.6543868902076854,5.3448466777801515,0.5012153429120019,32,5,0.1,"{'batch_size': 32, 'encoding_layers': 5, 'learning_rate': 0.1}",0.9583333333333334,0.8958333333333334,0.9791666666666666,1.0,0.9375,0.9541666666666668,0.035843021946010925,6
9,54.494189739227295,2.191959768725455,10.577257204055787,0.7559961012960632,32,10,0.001,"{'batch_size': 32, 'encoding_layers': 10, 'learning_rate': 0.001}",0.9583333333333334,0.9583333333333334,1.0,0.9791666666666666,0.9791666666666666,0.975,0.01559023911155807,1
10,45.45833234786987,1.1581332435260865,10.513812446594239,0.5901904084085957,32,10,0.01,"{'batch_size': 32, 'encoding_layers': 10, 'learning_rate': 0.01}",0.9791666666666666,0.8958333333333334,1.0,1.0,0.9791666666666666,0.9708333333333334,0.03864007706456542,2
11,39.576464605331424,2.843022552327965,8.996326017379761,1.1545558177010462,32,10,0.1,"{'batch_size': 32, 'encoding_layers': 10, 'learning_rate': 0.1}",0.9583333333333334,0.9166666666666666,0.9791666666666666,0.9583333333333334,0.9583333333333334,0.9541666666666666,0.02041241452319316,7
