,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_encoding_layers,param_learning_rate,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,9.8741774559021,1.2230551568663348,1.572909688949585,0.07736813365979331,32,1,0.001,"{'batch_size': 32, 'encoding_layers': 1, 'learning_rate': 0.001}",0.6875,0.75,0.6041666666666666,0.7083333333333334,0.8333333333333334,0.7166666666666667,0.07523112535528247,11
1,8.142661428451538,0.6004063323621425,1.7497933864593507,0.19458694098713436,32,1,0.01,"{'batch_size': 32, 'encoding_layers': 1, 'learning_rate': 0.01}",0.6875,0.6875,0.75,0.7708333333333334,0.7708333333333334,0.7333333333333334,0.03818813079129868,10
2,6.72212586402893,0.3733883273113443,1.881451177597046,0.21213096829816688,32,1,0.1,"{'batch_size': 32, 'encoding_layers': 1, 'learning_rate': 0.1}",0.7083333333333334,0.75,0.625,0.7083333333333334,0.7708333333333334,0.7125000000000001,0.05000000000000001,12
3,21.114939546585084,1.0856167061063755,4.055184078216553,0.6888291662875496,32,3,0.001,"{'batch_size': 32, 'encoding_layers': 3, 'learning_rate': 0.001}",0.7916666666666666,0.8333333333333334,0.8541666666666666,0.9166666666666666,0.8958333333333334,0.8583333333333332,0.04448782605013047,9
4,20.134900093078613,2.335320801825582,6.2348706245422365,1.2034140543965512,32,3,0.01,"{'batch_size': 32, 'encoding_layers': 3, 'learning_rate': 0.01}",0.8541666666666666,0.8958333333333334,0.9375,0.9166666666666666,0.8125,0.8833333333333332,0.044876373392787536,7
5,17.737331247329713,0.7668548744998103,6.086963033676147,0.5955343859849083,32,3,0.1,"{'batch_size': 32, 'encoding_layers': 3, 'learning_rate': 0.1}",0.8125,0.8958333333333334,0.875,0.8958333333333334,0.8541666666666666,0.8666666666666668,0.0311804782231162,8
6,35.47018604278564,2.090764537070822,7.989251232147216,0.8053245651742988,32,5,0.001,"{'batch_size': 32, 'encoding_layers': 5, 'learning_rate': 0.001}",0.9166666666666666,0.8958333333333334,0.9791666666666666,0.9166666666666666,0.9166666666666666,0.925,0.028259708263021936,1
7,28.274740982055665,1.0227294095038666,7.196881723403931,0.6418966415359886,32,5,0.01,"{'batch_size': 32, 'encoding_layers': 5, 'learning_rate': 0.01}",0.9375,0.9166666666666666,0.9583333333333334,0.9166666666666666,0.8125,0.9083333333333332,0.05034602488997739,4
8,27.385139322280885,1.5755902955016265,7.426381254196167,0.577373854517941,32,5,0.1,"{'batch_size': 32, 'encoding_layers': 5, 'learning_rate': 0.1}",0.875,0.9375,0.9583333333333334,0.8958333333333334,0.8125,0.8958333333333334,0.05103103630798289,6
9,72.98278741836548,3.5838428182462776,18.449940490722657,1.8078644903544954,32,10,0.001,"{'batch_size': 32, 'encoding_layers': 10, 'learning_rate': 0.001}",0.875,0.9375,0.9583333333333334,0.9166666666666666,0.8958333333333334,0.9166666666666666,0.029462782549439483,2
10,68.04556670188904,2.3347471255774983,15.968859720230103,0.7153614389687797,32,10,0.01,"{'batch_size': 32, 'encoding_layers': 10, 'learning_rate': 0.01}",0.8541666666666666,0.9375,0.9583333333333334,0.8958333333333334,0.875,0.9041666666666668,0.03864007706456545,5
11,62.79748935699463,2.9172088094341073,13.788863945007325,2.5096342559388325,32,10,0.1,"{'batch_size': 32, 'encoding_layers': 10, 'learning_rate': 0.1}",0.8958333333333334,0.8958333333333334,0.9166666666666666,0.9583333333333334,0.875,0.9083333333333334,0.028259708263021956,3
