,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_encoding_layers,param_learning_rate,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,61.087423372268674,0.48841231812807734,16.792573022842408,0.047958936986145444,32,10,0.1,"{'batch_size': 32, 'encoding_layers': 10, 'learning_rate': 0.1}",0.7916666666666666,0.7291666666666666,0.875,0.8958333333333334,0.8541666666666666,0.8291666666666666,0.06095307849303249,1,0.9026086956521739,0.9026086956521739,0.9652173913043478,0.9283216783216783,0.8846153846153846,0.9166743691091519,0.027984101350959144,1
