,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_learning_rate,param_n_input_copies,param_n_layers,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,17.072145414352416,1.5127054755962006,0.4337458610534668,0.042673277089723516,32,0.001,1,1,"{'batch_size': 32, 'learning_rate': 0.001, 'n_input_copies': 1, 'n_layers': 1}",0.6447425356988317,0.6148853310255301,0.5835497835497836,0.6147186147186147,0.5761904761904761,0.6068173482366472,0.02467884543544338,21,0.6880071567647214,0.6586061765263129,0.6184062411586596,0.6614925386611126,0.6201368865238407,0.6493297999269294,0.026602308125959123,18
1,11.992504262924195,0.5873414383904219,1.129816436767578,0.040582797269176664,32,0.001,1,5,"{'batch_size': 32, 'learning_rate': 0.001, 'n_input_copies': 1, 'n_layers': 5}",0.6508005192557335,0.622674167027261,0.6025974025974026,0.6181818181818182,0.6121212121212121,0.6212750238366855,0.016222984970169392,14,0.7319355590470676,0.6857491496675359,0.6544796626595957,0.6801248171535549,0.6548859880931599,0.6814350353241827,0.02829160714724308,10
2,14.708825874328614,0.5620928924803514,2.134657049179077,0.06071876980124261,32,0.001,1,10,"{'batch_size': 32, 'learning_rate': 0.001, 'n_input_copies': 1, 'n_layers': 10}",0.6594547814798788,0.6395499783643445,0.6051948051948052,0.6194805194805195,0.6151515151515151,0.6277663199342125,0.01939213380535756,10,0.7301546372377294,0.6918450785974851,0.653446542622033,0.6738561186590658,0.6625173816991025,0.6823639517630833,0.027115779550098796,9
3,12.323556613922118,0.5984085338014892,0.7082952976226806,0.04759766045927021,32,0.001,2,1,"{'batch_size': 32, 'learning_rate': 0.001, 'n_input_copies': 2, 'n_layers': 1}",0.5214192990047598,0.5400259627866725,0.5502164502164503,0.5277056277056277,0.5554112554112555,0.5389557190249532,0.012906004403031753,27,0.5354117019117282,0.5562535148578869,0.5715636907592567,0.5468297586727906,0.5583927270757211,0.5536902786554767,0.012077376895798986,27
4,20.34829330444336,0.7247549353888267,2.641766977310181,0.15731065872150474,32,0.001,2,5,"{'batch_size': 32, 'learning_rate': 0.001, 'n_input_copies': 2, 'n_layers': 5}",0.6780614452617915,0.6434443963652099,0.6320346320346321,0.6458874458874458,0.6277056277056277,0.6454267094509414,0.017677965383076637,5,0.7399861675975975,0.6965252904362785,0.6686235500201658,0.6942513980604732,0.6766063398806907,0.6951985491990411,0.024740610049467898,7
5,37.78692536354065,1.3597672691252554,5.635733699798584,0.09361604423874743,32,0.001,2,10,"{'batch_size': 32, 'learning_rate': 0.001, 'n_input_copies': 2, 'n_layers': 10}",0.6849848550411077,0.6408481176979662,0.6367965367965368,0.6445887445887446,0.6320346320346321,0.6478505772317975,0.01903136628073444,4,0.7428669157501449,0.7016152557613596,0.6666573863944186,0.6943793153265954,0.674978780782914,0.6960995308030865,0.026583816906842736,6
6,14.345179462432862,1.7065673674315627,1.0667455673217774,0.111441210411208,32,0.001,3,1,"{'batch_size': 32, 'learning_rate': 0.001, 'n_input_copies': 3, 'n_layers': 1}",0.6620510601471224,0.6166161834703592,0.6138528138528139,0.6220779220779221,0.6229437229437229,0.6275083404983881,0.017599074697631008,11,0.696136700220266,0.6582858921498751,0.6154852127640362,0.6472907123035342,0.6239074360564161,0.6482211906988254,0.028498641982383693,21
7,32.27688121795654,1.3117504431497256,4.608599328994751,0.21647061032666948,32,0.001,3,5,"{'batch_size': 32, 'learning_rate': 0.001, 'n_input_copies': 3, 'n_layers': 5}",0.6745997403721333,0.6386845521419299,0.6212121212121212,0.6359307359307359,0.6082251082251082,0.6357304515764056,0.022302081808202416,8,0.7354568075717367,0.6889211679402857,0.6618394201886555,0.6813723867254986,0.6575293607748476,0.6850238286402048,0.027804568703837868,8
8,77.25325388908387,3.166669811945899,10.490372467041016,0.12044910735824663,32,0.001,3,10,"{'batch_size': 32, 'learning_rate': 0.001, 'n_input_copies': 3, 'n_layers': 10}",0.6776287321505842,0.6404154045867589,0.6294372294372295,0.641991341991342,0.6341991341991342,0.6447343684730098,0.017048228230334268,6,0.7465445305628435,0.7046143505444833,0.67138280069587,0.6917923767329027,0.6697469645985203,0.6968162046269241,0.02806620073356857,5
9,4.910776615142822,0.3080136281596184,0.4089017868041992,0.01742672056429602,32,0.01,1,1,"{'batch_size': 32, 'learning_rate': 0.01, 'n_input_copies': 1, 'n_layers': 1}",0.6434443963652099,0.6200778883600173,0.5844155844155844,0.6194805194805195,0.5805194805194805,0.6095875738281623,0.023802456194905765,20,0.7026837867705099,0.6741023767205887,0.6336178614640959,0.6614142833924261,0.6290670166081759,0.6601770649911594,0.02711270113782425,17
