,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_learning_rate,param_n_input_copies,param_n_layers,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,10.012311220169067,0.903260252364619,0.966280174255371,0.036721570580732596,32,0.001,1,1,"{'batch_size': 32, 'learning_rate': 0.001, 'n_input_copies': 1, 'n_layers': 1}",0.6992643877109477,0.6810904370402423,0.6761904761904762,0.6922077922077922,0.6614718614718614,0.682044990924264,0.013101376469491187,17,0.7417385224889304,0.7196278686503246,0.721950753357452,0.7457343354020816,0.7045728165275127,0.7267248592852603,0.015169987652286422,20
1,19.40731749534607,1.7278184018720075,1.4793047428131103,0.07841072302322694,32,0.001,1,2,"{'batch_size': 32, 'learning_rate': 0.001, 'n_input_copies': 1, 'n_layers': 2}",0.6711380354824751,0.6754651665945478,0.6991341991341992,0.6982683982683983,0.7134199134199134,0.6914851425799068,0.015851177833307237,15,0.7286390870614414,0.7511044548098293,0.7757580226699494,0.7583567597503056,0.7584508165636304,0.7544618281710312,0.015249238242211843,16
2,23.680785417556763,2.220620959135022,2.2485050201416015,0.06649262154574132,32,0.001,1,4,"{'batch_size': 32, 'learning_rate': 0.001, 'n_input_copies': 1, 'n_layers': 4}",0.857204673301601,0.8334054521852012,0.8367965367965368,0.8385281385281386,0.8350649350649351,0.8401999471752826,0.00867262784320384,2,0.9416821404139195,0.9310193163056325,0.925967506004587,0.9285694936884116,0.9215310342336704,0.9297538981292442,0.0067415030521288145,2
3,21.64844799041748,1.451474883180293,1.7556136131286622,0.19155122464227603,32,0.001,2,1,"{'batch_size': 32, 'learning_rate': 0.001, 'n_input_copies': 2, 'n_layers': 1}",0.62440501947209,0.6096927736910428,0.6008658008658009,0.6194805194805195,0.616017316017316,0.6140922859053538,0.008165621713456748,22,0.695689402425181,0.6849010727271087,0.6465931869759154,0.6623857021604473,0.671518242507058,0.672217521359142,0.017120524806993092,24
4,41.28057808876038,13.542983975142121,3.928823947906494,1.1409755750514494,32,0.001,2,2,"{'batch_size': 32, 'learning_rate': 0.001, 'n_input_copies': 2, 'n_layers': 2}",0.7196019039376893,0.7122457810471657,0.5636363636363636,0.7012987012987013,0.5727272727272728,0.6539020045294385,0.07029102775494653,18,0.8158967381090203,0.8044543587245163,0.6168290965128249,0.7880087344919127,0.6476744641019003,0.7345726783880349,0.08457814699674211,19
5,92.85793004035949,16.368220196306073,12.249186372756958,1.6899301622302834,32,0.001,2,4,"{'batch_size': 32, 'learning_rate': 0.001, 'n_input_copies': 2, 'n_layers': 4}",0.7676330592816962,0.7503245348334054,0.7675324675324675,0.8012987012987013,0.7497835497835498,0.767314462545964,0.01871399508185547,9,0.8536005593101841,0.8296124709413353,0.8457799341451817,0.8757464348705477,0.8276442756270955,0.8464767349788689,0.01758985311489584,9
6,123.07333016395569,33.61921170210305,7.368439483642578,0.6441185173984129,32,0.001,3,1,"{'batch_size': 32, 'learning_rate': 0.001, 'n_input_copies': 3, 'n_layers': 1}",0.534400692340978,0.5590653396797923,0.5372294372294373,0.5627705627705628,0.5380952380952381,0.5463122540232017,0.012045076454441608,27,0.5918554213244525,0.5674115909863255,0.5969409714488662,0.6182248996225688,0.6051382108437724,0.5959142188451971,0.01680938046582579,27
7,422.00377173423766,59.763504836034166,17.251590490341187,1.5991232698593298,32,0.001,3,2,"{'batch_size': 32, 'learning_rate': 0.001, 'n_input_copies': 3, 'n_layers': 2}",0.5967113803548247,0.5876244050194721,0.6086580086580087,0.5896103896103896,0.5800865800865801,0.5925381527458551,0.009643899197834751,24,0.688741627261861,0.6613218271547018,0.6717808491298616,0.65188896179337,0.6456985185675674,0.6638863567814723,0.015240861115398702,26
8,1009.569135427475,53.432116503084686,15.803940153121948,1.7218625071799045,32,0.001,3,4,"{'batch_size': 32, 'learning_rate': 0.001, 'n_input_copies': 3, 'n_layers': 4}",0.8290783210731285,0.7987884032886197,0.7632034632034632,0.7904761904761904,0.7722943722943723,0.7907681500671548,0.02294851337990175,6,0.9026995737515129,0.8889304907719005,0.840101912438374,0.8582119875032355,0.8463728682963828,0.8672633665522811,0.024418329272357587,8
9,11.509754133224487,2.36670982927562,1.1499315738677978,0.12315015345789795,32,0.01,1,1,"{'batch_size': 32, 'learning_rate': 0.01, 'n_input_copies': 1, 'n_layers': 1}",0.7356122890523583,0.7295543054954565,0.7341991341991342,0.7437229437229437,0.7337662337662337,0.7353709812472253,0.004638871919674209,11,0.8047000097728929,0.7975471930758428,0.8075033258489192,0.8146095062092545,0.8011142346333742,0.8050948539080567,0.005818896136584581,11
10,22.213758325576784,0.9510577024385649,1.839983081817627,0.08176586010674583,32,0.01,1,2,"{'batch_size': 32, 'learning_rate': 0.01, 'n_input_copies': 1, 'n_layers': 2}",0.7312851579402856,0.744699264387711,0.7458874458874459,0.7558441558441559,0.7277056277056277,0.7410843303530452,0.010285947500768519,10,0.7972485547394774,0.8144989579480146,0.8218819790155487,0.8292921509965506,0.800852380465077,0.8127548046329336,0.012181483444780422,10
