,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_jit,param_max_vmap,param_repeats,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,578.7380712509155,7.578317732052504,297.12858786582945,4.174513290664114,10.0,False,1,1,"{'C': 10.0, 'jit': False, 'max_vmap': 1, 'repeats': 1}",1.0,1.0,1.0,1.0,0.9583333333333334,0.9916666666666666,0.016666666666666653,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
