,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_learning_rate,param_max_vmap,param_n_layers,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,126.64018473625183,16.94282897511749,1.6298894882202148,0.13273752781073897,32,0.001,1,1,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 1}",0.8333333333333334,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.7999999999999999,0.016666666666666698,6,0.9234782608695653,0.9165217391304348,0.8800000000000001,0.9217391304347826,0.9147826086956521,0.911304347826087,0.01597729958658202,6
1,497.1252345561981,228.09004092232536,5.685619163513183,0.12809771511998472,32,0.001,1,5,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 5}",0.8125,0.8541666666666666,0.8125,0.7916666666666666,0.8333333333333334,0.8208333333333332,0.02124591463996994,2,0.9495652173913043,0.9634782608695652,0.9060869565217391,0.9113043478260869,0.9460869565217391,0.9353043478260868,0.022552438368622377,1
2,588.5799080371856,143.05080942027791,14.396135330200195,0.2789309822703798,32,0.001,1,10,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 10}",0.8333333333333334,0.7916666666666666,0.7083333333333334,0.7916666666666666,0.8333333333333334,0.7916666666666667,0.045643546458763846,7,0.9391304347826087,0.9478260869565217,0.8991304347826088,0.8852173913043477,0.9026086956521739,0.9147826086956522,0.024298085838710237,4
3,1204.9095020771026,426.728413803883,29.522448921203612,1.3947082847952066,32,0.001,1,15,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 15}",0.8125,0.8333333333333334,0.7708333333333334,0.7916666666666666,0.8333333333333334,0.8083333333333333,0.02429563289518876,4,0.9460869565217391,0.9426086956521739,0.8991304347826087,0.8852173913043478,0.9460869565217391,0.9238260869565217,0.02624646884161875,3
4,119.61300735473633,32.33533987577762,1.3314768314361571,0.03508358971350843,32,0.01,1,1,"{'batch_size': 32, 'learning_rate': 0.01, 'max_vmap': 1, 'n_layers': 1}",0.75,0.7708333333333334,0.7916666666666666,0.7708333333333334,0.7708333333333334,0.7708333333333334,0.013176156917368235,8,0.8330434782608696,0.8626086956521739,0.8660869565217391,0.9182608695652175,0.8382608695652174,0.8636521739130434,0.03023487139074887,8
5,558.32423620224,238.78183685024743,5.526066493988037,0.3581168858312821,32,0.01,1,5,"{'batch_size': 32, 'learning_rate': 0.01, 'max_vmap': 1, 'n_layers': 5}",0.8541666666666666,0.7916666666666666,0.75,0.7708333333333334,0.8958333333333334,0.8125,0.054326686710022075,3,0.9373913043478261,0.9078260869565218,0.8591304347826088,0.9095652173913044,0.937391304347826,0.9102608695652175,0.02861067787503134,7
6,881.2532013893127,548.2817223567731,14.239277839660645,0.239534745456291,32,0.01,1,10,"{'batch_size': 32, 'learning_rate': 0.01, 'max_vmap': 1, 'n_layers': 10}",0.8125,0.8333333333333334,0.75,0.7708333333333334,0.8541666666666666,0.8041666666666668,0.038640077064565424,5,0.9321739130434783,0.9026086956521738,0.8747826086956522,0.9443478260869566,0.9147826086956522,0.9137391304347826,0.02416327573281172,5
7,1137.4144199848174,424.07872642673163,27.73228039741516,2.0913972057480645,32,0.01,1,15,"{'batch_size': 32, 'learning_rate': 0.01, 'max_vmap': 1, 'n_layers': 15}",0.8333333333333334,0.8125,0.8333333333333334,0.8125,0.8958333333333334,0.8375,0.030618621784789735,1,0.9373913043478261,0.9060869565217391,0.893913043478261,0.9408695652173913,0.9756521739130435,0.9307826086956522,0.02873304546513165,2
8,41.25866231918335,8.798361562309662,1.3994028568267822,0.15371760856961725,32,0.1,1,1,"{'batch_size': 32, 'learning_rate': 0.1, 'max_vmap': 1, 'n_layers': 1}",0.7916666666666666,0.7916666666666666,0.6666666666666666,0.6875,0.8125,0.75,0.06038073644245599,11,0.9130434782608696,0.8539130434782609,0.6782608695652175,0.7460869565217392,0.8591304347826086,0.8100869565217392,0.08532309327343149,11
9,276.6522375106812,351.33868422603945,5.088971519470215,0.11661103209817283,32,0.1,1,5,"{'batch_size': 32, 'learning_rate': 0.1, 'max_vmap': 1, 'n_layers': 5}",0.75,0.8125,0.75,0.7291666666666666,0.7916666666666666,0.7666666666666666,0.03061862178478973,9,0.8765217391304349,0.8347826086956522,0.7652173913043478,0.8678260869565217,0.8156521739130433,0.8320000000000001,0.04000151225874803,10
10,239.05067844390868,15.718561788967994,14.159007167816162,0.6101394819313822,32,0.1,1,10,"{'batch_size': 32, 'learning_rate': 0.1, 'max_vmap': 1, 'n_layers': 10}",0.75,0.7708333333333334,0.7291666666666666,0.7708333333333334,0.75,0.7541666666666667,0.015590239111558117,10,0.8991304347826088,0.8660869565217392,0.7860869565217391,0.8295652173913043,0.8643478260869566,0.8490434782608695,0.03840919864619315,9
11,839.1698366165161,841.7602007830754,22.38262286186218,11.26395131893302,32,0.1,1,15,"{'batch_size': 32, 'learning_rate': 0.1, 'max_vmap': 1, 'n_layers': 15}",,0.6875,0.75,0.7708333333333334,0.7916666666666666,,,12,,0.7791304347826087,0.765217391304348,0.8695652173913043,0.7895652173913044,,,12
