,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_jit,param_max_vmap,param_repeats,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,752.353296804428,2.3263187153805673,386.8310345649719,1.1584653785271637,100.0,False,1,10,"{'C': 100.0, 'jit': False, 'max_vmap': 1, 'repeats': 10}",0.9583333333333334,0.9583333333333334,1.0,0.9166666666666666,0.9583333333333334,0.9583333333333334,0.026352313834736508,1,0.9913194444444444,0.998263888888889,1.0,0.9878472222222222,0.9930434782608696,0.9940948067632851,0.004474210391824079,1
