,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_learning_rate,param_max_vmap,param_n_layers,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,239.88304271698,97.68715138087741,1.4619555473327637,0.02377569788310204,32,0.001,1,1,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 1}",0.9791666666666666,1.0,1.0,1.0,1.0,0.9958333333333332,0.008333333333333349,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
1,430.838844537735,187.18290456775694,3.8799077033996583,1.9414520686735002,32,0.001,1,5,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 5}",0.9791666666666666,1.0,,1.0,1.0,,,7,1.0,1.0,,1.0,1.0,,,7
2,842.104246711731,237.55701513701828,10.087013387680054,5.059008010179627,32,0.001,1,10,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 10}",0.9791666666666666,1.0,,1.0,1.0,,,7,1.0,1.0,,1.0,1.0,,,7
3,1090.2530482292175,336.48667433138417,20.186864280700682,10.139377281292035,32,0.001,1,15,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 15}",,1.0,1.0,1.0,1.0,,,7,,1.0,1.0,1.0,1.0,,,7
4,183.9806631565094,49.01896002837099,1.4583166122436524,0.13321347878756437,32,0.01,1,1,"{'batch_size': 32, 'learning_rate': 0.01, 'max_vmap': 1, 'n_layers': 1}",0.9791666666666666,1.0,1.0,1.0,1.0,0.9958333333333332,0.008333333333333349,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
5,329.2333476066589,127.6640908494645,4.746095180511475,0.35157793127686476,32,0.01,1,5,"{'batch_size': 32, 'learning_rate': 0.01, 'max_vmap': 1, 'n_layers': 5}",0.9791666666666666,1.0,1.0,1.0,1.0,0.9958333333333332,0.008333333333333349,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
6,728.6306619644165,294.17015417225485,9.310644912719727,4.65742955115218,32,0.01,1,10,"{'batch_size': 32, 'learning_rate': 0.01, 'max_vmap': 1, 'n_layers': 10}",,1.0,1.0,1.0,1.0,,,7,,1.0,1.0,1.0,1.0,,,7
7,846.8805603027344,255.6591657686747,23.488454723358153,0.7756141883243153,32,0.01,1,15,"{'batch_size': 32, 'learning_rate': 0.01, 'max_vmap': 1, 'n_layers': 15}",0.9791666666666666,1.0,1.0,1.0,1.0,0.9958333333333332,0.008333333333333349,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
8,155.75113739967347,42.188697741500725,1.2360021591186523,0.04887293704770625,32,0.1,1,1,"{'batch_size': 32, 'learning_rate': 0.1, 'max_vmap': 1, 'n_layers': 1}",0.9791666666666666,1.0,1.0,1.0,1.0,0.9958333333333332,0.008333333333333349,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
9,237.45743970870973,39.238071283833264,4.652300882339477,0.3165376240999736,32,0.1,1,5,"{'batch_size': 32, 'learning_rate': 0.1, 'max_vmap': 1, 'n_layers': 5}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
10,572.9956478595734,337.82486269646046,9.685745763778687,4.868465244026042,32,0.1,1,10,"{'batch_size': 32, 'learning_rate': 0.1, 'max_vmap': 1, 'n_layers': 10}",1.0,1.0,,1.0,0.9375,,,7,1.0,1.0,,1.0,0.991304347826087,,,7
11,1107.2999979496003,509.37871000491464,14.155830240249633,11.595296378917965,32,0.1,1,15,"{'batch_size': 32, 'learning_rate': 0.1, 'max_vmap': 1, 'n_layers': 15}",,1.0,,1.0,0.9791666666666666,,,7,,1.0,,1.0,1.0,,,7
