,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_jit,param_max_vmap,param_repeats,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,1426.1515949249267,40.91672962723442,683.3451080799102,14.744918279728184,0.1,False,1,5,"{'C': 0.1, 'jit': False, 'max_vmap': 1, 'repeats': 5}",0.5,0.5,0.5,0.5208333333333334,0.5208333333333334,0.5083333333333334,0.010206207261596593,1,0.11458333333333334,0.26909722222222227,0.19791666666666666,0.2556521739130435,0.2,0.20744987922705316,0.054579179729652656,1
