,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.0016798019409179688,0.00039453474772779216,0.0008937835693359375,0.00018738895864910335,0.1,0.001,"{'C': 0.1, 'gamma': 0.001}",0.8,0.8,0.82,0.78,0.68,0.776,0.04963869458396341,7
1,0.0016889572143554688,0.00040359988326776815,0.0008985519409179688,0.000170362072022314,0.1,0.01,"{'C': 0.1, 'gamma': 0.01}",0.7,0.66,0.74,0.66,0.7,0.692,0.02993325909419151,8
2,0.002252674102783203,7.636880182557874e-05,0.0010834693908691405,3.713872769800706e-05,0.1,0.1,"{'C': 0.1, 'gamma': 0.1}",0.54,0.54,0.56,0.56,0.56,0.552,0.009797958971132722,15
3,0.0018927574157714844,0.0005609325222927509,0.0008611679077148438,0.000265550138192583,0.1,1.0,"{'C': 0.1, 'gamma': 1.0}",0.54,0.54,0.56,0.56,0.56,0.552,0.009797958971132722,15
4,0.001592254638671875,3.335904502192461e-05,0.0009084701538085938,2.8232464676091893e-05,1.0,0.001,"{'C': 1.0, 'gamma': 0.001}",0.98,0.88,0.92,0.96,0.9,0.9279999999999999,0.037094473981982796,6
5,0.001775836944580078,0.0005123735992692083,0.0008408546447753907,0.0002142385042531717,1.0,0.01,"{'C': 1.0, 'gamma': 0.01}",0.98,0.88,0.92,0.94,0.98,0.9399999999999998,0.03794733192202054,1
6,0.0020104408264160155,0.0005649052723092826,0.0009328842163085938,0.00024040010987652345,1.0,0.1,"{'C': 1.0, 'gamma': 0.1}",0.58,0.58,0.58,0.62,0.62,0.596,0.01959591794226544,11
7,0.003347444534301758,0.0001015706128567594,0.0014153003692626953,4.830748739195138e-05,1.0,1.0,"{'C': 1.0, 'gamma': 1.0}",0.56,0.54,0.56,0.58,0.56,0.56,0.012649110640673493,12
8,0.0009146690368652344,0.00023912442627156596,0.0004999637603759766,0.00012495799544573252,10.0,0.001,"{'C': 10.0, 'gamma': 0.001}",1.0,0.88,0.92,0.94,0.92,0.932,0.03919183588453084,5
9,0.001861715316772461,0.0004930593888073484,0.0007655620574951172,0.00020348675847188234,10.0,0.01,"{'C': 10.0, 'gamma': 0.01}",0.98,0.88,0.96,0.92,0.94,0.9359999999999999,0.03440930106817049,2
10,0.0019996166229248047,0.0005518906553602838,0.0008982658386230469,0.00022376828293690126,10.0,0.1,"{'C': 10.0, 'gamma': 0.1}",0.6,0.62,0.62,0.62,0.64,0.62,0.012649110640673528,9
11,0.0028991222381591795,0.0008327816932736615,0.001097726821899414,0.00032827062390861317,10.0,1.0,"{'C': 10.0, 'gamma': 1.0}",0.56,0.54,0.56,0.58,0.56,0.56,0.012649110640673493,12
12,0.0013082027435302734,0.00037213924997316067,0.0005965709686279296,0.0001514036747242441,100.0,0.001,"{'C': 100.0, 'gamma': 0.001}",1.0,0.9,0.96,0.92,0.9,0.9359999999999999,0.038781438859330615,2
13,0.0018538951873779297,0.0005075613699942003,0.0007877826690673828,0.00021652111081075438,100.0,0.01,"{'C': 100.0, 'gamma': 0.01}",0.98,0.88,0.96,0.92,0.94,0.9359999999999999,0.03440930106817049,2
14,0.0020714759826660155,0.0005364010392701582,0.0009596347808837891,0.00026019134143245035,100.0,0.1,"{'C': 100.0, 'gamma': 0.1}",0.6,0.62,0.62,0.62,0.64,0.62,0.012649110640673528,9
15,0.002885246276855469,0.0008190089372310418,0.0011266708374023438,0.0003686024824249222,100.0,1.0,"{'C': 100.0, 'gamma': 1.0}",0.56,0.54,0.56,0.58,0.56,0.56,0.012649110640673493,12
