,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_kernel_shape,param_learning_rate,param_max_vmap,param_n_qchannels,param_qkernel_shape,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,2908.1943196773527,19.912087309440327,1364.0727477550506,15.65049808625813,32,3,0.001,32,10,2,"{'batch_size': 32, 'kernel_shape': 3, 'learning_rate': 0.001, 'max_vmap': 32, 'n_qchannels': 10, 'qkernel_shape': 2}",0.9112938122025096,0.9169190826482042,0.9233766233766234,0.9155844155844156,0.9194805194805196,0.9173308906584544,0.0040208920770637,2,0.9794751095432714,0.9798295006051676,0.9781904823534368,0.975583227488066,0.9814060966873944,0.9788968833354672,0.0019483115555297,1
1,1463.6880897521974,9.935365041213924,678.0624656200409,5.489229208867355,32,5,0.001,32,5,2,"{'batch_size': 32, 'kernel_shape': 5, 'learning_rate': 0.001, 'max_vmap': 32, 'n_qchannels': 5, 'qkernel_shape': 2}",0.9247079186499352,0.9208135006490696,0.9164502164502164,0.9147186147186148,0.9164502164502164,0.9186280933836104,0.003647207136729,1,0.9803081496585137,0.98110523902241,0.977161877042914,0.9759007632898516,0.9779967253179872,0.9784945508663354,0.0019419792488799,2
2,2903.510075187683,25.061475632587264,1371.478412246704,9.135504181823048,32,5,0.001,32,10,2,"{'batch_size': 32, 'kernel_shape': 5, 'learning_rate': 0.001, 'max_vmap': 32, 'n_qchannels': 10, 'qkernel_shape': 2}",0.9108610990913024,0.918217221981826,0.9173160173160172,0.9203463203463204,0.9090909090909092,0.915166313565275,0.0043865054389083,5,0.979739005825266,0.98036926500327,0.9764282338989784,0.9776020629292752,0.9768168766516376,0.9781910888616856,0.0015800991485818,3
3,1444.798199033737,6.901867935662545,679.702267742157,20.527894414382317,32,3,0.001,32,5,2,"{'batch_size': 32, 'kernel_shape': 3, 'learning_rate': 0.001, 'max_vmap': 32, 'n_qchannels': 5, 'qkernel_shape': 2}",0.9216789268714842,0.9251406317611424,0.916017316017316,0.9051948051948052,0.9064935064935064,0.9149050372676508,0.00796156512113,6,0.9801818403269608,0.9807353726103396,0.973728427129296,0.9752032379622328,0.9760644221450372,0.9771826600347732,0.0027827016280664,4
4,1368.110422039032,9.60569175083648,645.4993089199066,2.677129847070125,32,3,0.01,32,5,2,"{'batch_size': 32, 'kernel_shape': 3, 'learning_rate': 0.01, 'max_vmap': 32, 'n_qchannels': 5, 'qkernel_shape': 2}",0.9247079186499352,0.918217221981826,0.9138528138528138,0.9164502164502164,0.912987012987013,0.917243036784361,0.0041691584819325,3,0.9776849755050117,0.9770487366656392,0.9762980592693364,0.9738751557580828,0.9777130499689988,0.9765239954334138,0.0014215820448982,5
5,2757.562312507629,16.879879692363613,1308.2405140399933,6.926957321448054,32,3,0.01,32,10,2,"{'batch_size': 32, 'kernel_shape': 3, 'learning_rate': 0.01, 'max_vmap': 32, 'n_qchannels': 10, 'qkernel_shape': 2}",0.9130246646473388,0.9125919515361316,0.8982683982683982,0.9069264069264068,0.9112554112554112,0.9084133665267372,0.0055124094748721,9,0.9775248333167929,0.9766014388705544,0.9759286041065957,0.975511744309939,0.9759906816033904,0.9763114604414544,0.0006993404251217,6
6,1473.801327085495,14.892589380067852,669.4513653755188,3.058833939196572,32,5,0.0001,32,5,2,"{'batch_size': 32, 'kernel_shape': 5, 'learning_rate': 0.0001, 'max_vmap': 32, 'n_qchannels': 5, 'qkernel_shape': 2}",0.9156209433145824,0.9151882302033753,0.923809523809524,0.9125541125541126,0.9134199134199136,0.9161185446603016,0.0040062960243354,4,0.978277426417296,0.9750392795122574,0.9760339477375196,0.9732069761562216,0.9731682247491316,0.9751451709144852,0.0019119140580467,7
7,2754.3185910224915,7.460741355268436,1284.1015831947327,4.486146842946474,32,5,0.0001,32,10,2,"{'batch_size': 32, 'kernel_shape': 5, 'learning_rate': 0.0001, 'max_vmap': 32, 'n_qchannels': 10, 'qkernel_shape': 2}",0.9048031155344008,0.9121592384249244,0.9116883116883115,0.9108225108225108,0.9095238095238096,0.9097993971987914,0.0026541435185326,8,0.9752460024600246,0.9741627261860908,0.9767630761544156,0.9741520590165118,0.9749522943842815,0.9750552316402648,0.0009566618256085,8
8,2791.6748654842377,13.812060295713884,1329.656200647354,4.779326689902009,32,2,0.01,32,10,2,"{'batch_size': 32, 'kernel_shape': 2, 'learning_rate': 0.01, 'max_vmap': 32, 'n_qchannels': 10, 'qkernel_shape': 2}",0.9121592384249244,0.9091302466464734,0.8952380952380953,0.893073593073593,0.8783549783549783,0.8975912303476129,0.012176661599908,16,0.9735859369596142,0.9749438058652392,0.9712648910746856,0.9725500833719594,0.973316458286932,0.973132235111686,0.0012122249412405,9
9,1381.1858170986177,6.378271798328097,644.559487771988,1.805423905702003,32,2,0.001,32,5,2,"{'batch_size': 32, 'kernel_shape': 2, 'learning_rate': 0.001, 'max_vmap': 32, 'n_qchannels': 5, 'qkernel_shape': 2}",0.9121592384249244,0.905235828645608,0.9177489177489178,0.9086580086580086,0.9138528138528138,0.9115309614660544,0.004297237853386,7,0.975083604748028,0.9717285240676284,0.9743935969131308,0.9705854246552252,0.973782227626518,0.973114675602106,0.001689761748625,10
