,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_learning_rate,param_max_vmap,param_n_layers,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,971.6465138912201,126.17421411390433,34.11805648803711,0.9904125806465739,32,0.001,1,1,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 1}",0.9610558199913457,0.9506707053223713,0.9623376623376624,0.9571428571428572,0.9562770562770563,0.9574968202142585,0.004106316848775488,5,0.9887333578908594,0.9906358171161175,0.9920826736815493,0.989958494609416,0.9906861181172987,0.990419292283048,0.0010899198114383236,6
1,2233.115898036957,87.07773090058922,80.29436521530151,2.0106978134059457,32,0.001,1,5,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 5}",0.9580268282128949,0.9506707053223713,0.961038961038961,0.9489177489177489,0.9597402597402598,0.9556789006464472,0.004930169207241262,6,0.992706414776614,0.98959902801962,0.9945221311919482,0.9903941657687376,0.9928125545529517,0.9920068588619744,0.0017812101109338809,5
2,11277.055131959914,1391.756972284412,155.0938554286957,1.2734779587965503,32,0.001,1,10,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 10}",0.9398528775421895,0.9316313284292514,0.9567099567099567,0.9264069264069265,0.9393939393939394,0.9387990056964526,0.010268456404975793,8,0.9848993767901308,0.9812295311217171,0.992433317481625,0.9757942909771675,0.9875927776406638,0.9843898588022609,0.005640691136309252,7
3,16107.924010801315,1524.4311199997874,268.35247058868407,6.157846829118077,32,0.001,1,15,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 15}",0.9402855906533968,0.9294677628732151,0.9432900432900433,0.9303030303030303,0.9341991341991343,0.9355091122637639,0.005452978412073871,9,0.9830943986287879,0.9785341802073276,0.9867003665958357,0.9770569096392432,0.9863610096133587,0.9823493729369106,0.003953360627274136,8
4,509.4714908123016,83.69175405612836,33.86005797386169,0.7332192749468622,32,0.01,1,1,"{'batch_size': 32, 'learning_rate': 0.01, 'max_vmap': 1, 'n_layers': 1}",0.9649502379922111,0.9528342708784077,0.9640692640692641,0.9523809523809523,0.9567099567099567,0.9581889364061583,0.0053830466253963075,4,0.9934506581667556,0.9902027565507929,0.993637244692186,0.9920051708673693,0.9918479078754898,0.9922287476305188,0.0012471242660177246,4
5,1716.915761756897,366.2615293521464,78.94660959243774,1.825019832287087,32,0.01,1,5,"{'batch_size': 32, 'learning_rate': 0.01, 'max_vmap': 1, 'n_layers': 5}",0.972739073993942,0.9718736477715275,0.9753246753246754,0.9645021645021645,0.9683982683982684,0.9705675659981156,0.0037562303737499175,1,0.9963855331113133,0.9957287898062355,0.9970187752448487,0.9950924917079513,0.9944980526477368,0.9957447285036171,0.0008959568308146265,1
6,5908.266581964493,663.038603727243,161.11195821762084,3.7394024035096325,32,0.01,1,10,"{'batch_size': 32, 'learning_rate': 0.01, 'max_vmap': 1, 'n_layers': 10}",0.9731717871051493,0.9731717871051493,0.9705627705627705,0.9536796536796537,0.970995670995671,0.9683163338896789,0.007397412851525109,2,0.9964336458153223,0.9939476778630868,0.9961195921094611,0.989427261727756,0.9943385322923375,0.9940533419615928,0.0025071239644662443,2
7,10437.471560764312,1295.1784842506834,268.238991689682,5.984544551333609,32,0.01,1,15,"{'batch_size': 32, 'learning_rate': 0.01, 'max_vmap': 1, 'n_layers': 15}",0.9653829511034184,0.9640848117697967,0.9679653679653679,0.9497835497835497,0.9662337662337662,0.9626900893711798,0.006575130857373877,3,0.9948196149480157,0.9922026543003817,0.9970308145169543,0.989308373915713,0.9947553920889942,0.9936233699540118,0.002644268459453383,3
8,319.35752902030947,27.749195519958754,33.91365919113159,0.8118388040382267,32,0.1,1,1,"{'batch_size': 32, 'learning_rate': 0.1, 'max_vmap': 1, 'n_layers': 1}",0.9316313284292514,0.889225443530939,0.9337662337662338,0.9043290043290043,0.9242424242424242,0.9166388868595705,0.01719862308478425,11,0.9627637741409251,0.9459448689841422,0.9635563708818164,0.9506961709095069,0.9649092840846843,0.9575740938002151,0.007733952815248749,11
9,1056.501804637909,239.18035011913796,80.1713044166565,1.3227943322983438,32,0.1,1,5,"{'batch_size': 32, 'learning_rate': 0.1, 'max_vmap': 1, 'n_layers': 5}",0.9511034184335785,0.9221116399826915,0.9558441558441558,0.9272727272727272,0.9406926406926407,0.9394049164451588,0.013076767180393925,7,0.9868283955164974,0.9729773214602562,0.9890006200225133,0.9715346460153019,0.9850855992246709,0.9810853164478479,0.007329285621291311,9
10,3491.3729730129244,1636.3553853270816,156.92605266571044,5.502090603633817,32,0.1,1,10,"{'batch_size': 32, 'learning_rate': 0.1, 'max_vmap': 1, 'n_layers': 10}",0.9467762873215059,0.9225443530938987,0.9476190476190476,0.8865800865800866,0.9199134199134199,0.9246866389055917,0.022330831935789393,10,0.9828297787567375,0.9760155119888606,0.9728830444911301,0.9433695213787374,0.9713879173865148,0.969297154800396,0.013547991012464362,10
