,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_learning_rate,param_n_layers,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,27.22017459869385,2.5350308581615453,0.8247618198394775,0.03864359633768399,32,0.001,1,"{'batch_size': 32, 'learning_rate': 0.001, 'n_layers': 1}",0.735179575941151,0.722198182604933,0.7034632034632035,0.7238095238095238,0.7329004329004329,0.7235101837438489,0.011207531961258956,11,0.8117823501552387,0.800636508810076,0.7776474359360233,0.8105913991440077,0.8036530161386443,0.8008621420367981,0.012334276283260025,10
1,8.40647587776184,1.0066313241366893,1.2463358402252198,0.12030227014225765,32,0.001,5,"{'batch_size': 32, 'learning_rate': 0.001, 'n_layers': 5}",0.7481609692773691,0.7217654694937257,0.7047619047619048,0.7316017316017316,0.7367965367965368,0.7286173223862535,0.014654618511802728,7,0.8212928785680457,0.8127170941636067,0.7797242103742408,0.8127923285758143,0.8086794122427359,0.8070411847848886,0.014263963390473448,6
2,11.924002265930175,1.2605305554076283,1.724088430404663,0.15943824823025327,32,0.001,10,"{'batch_size': 32, 'learning_rate': 0.001, 'n_layers': 10}",0.7529208135006491,0.7217654694937257,0.7021645021645022,0.7354978354978355,0.7372294372294372,0.72991561157723,0.01703197859748801,5,0.8264680012930289,0.8172522006393659,0.7812878108389567,0.8174914069695346,0.8114318908278805,0.8107862621137534,0.015512960621937338,1
3,15.798148584365844,2.5618051226311405,2.4140024185180664,0.21363923931060855,32,0.001,15,"{'batch_size': 32, 'learning_rate': 0.001, 'n_layers': 15}",0.749459108610991,0.7204673301601039,0.7064935064935065,0.7268398268398268,0.7385281385281385,0.7283575821265134,0.014773707036375703,8,0.8265567090910457,0.8152823765401469,0.7829582598436099,0.8164560295684523,0.8089382565930063,0.8100383263272523,0.014670269941874646,4
4,10.02354793548584,1.6095233231613921,0.9899400234222412,0.108766775695494,32,0.01,1,"{'batch_size': 32, 'learning_rate': 0.01, 'n_layers': 1}",0.7555170921678926,0.730419731717871,0.706060606060606,0.7363636363636363,0.7398268398268398,0.7336375812273692,0.01609531243826987,1,0.8294727900105998,0.818316056021196,0.7779318637395183,0.8169233038170512,0.8097193043708577,0.8104726635918447,0.01745626290584297,3
5,8.215968227386474,0.3994055977531896,1.3278100967407227,0.142212963388759,32,0.01,5,"{'batch_size': 32, 'learning_rate': 0.01, 'n_layers': 5}",0.7425356988316746,0.7395067070532237,0.7073593073593074,0.7307359307359307,0.7341991341991342,0.7308673556358543,0.012446163911179697,3,0.8275595582652364,0.8193107420071756,0.7806948766877555,0.8162235211259127,0.8099405259957982,0.8107458448163758,0.016060962520668288,2
6,8.362094736099243,0.4905498923758849,1.4953910827636718,0.15928127012324755,32,0.01,10,"{'batch_size': 32, 'learning_rate': 0.01, 'n_layers': 10}",0.7503245348334054,0.7282561661618348,0.706060606060606,0.7354978354978355,0.7363636363636363,0.7313005557834635,0.014501635018405921,2,0.8262379624269853,0.8143343047122402,0.7731259368058607,0.8104190870619963,0.8040480547546096,0.8056330691523386,0.017789912976698224,7
7,10.110481357574463,0.6653287592746109,1.905312728881836,0.16548787972264892,32,0.01,15,"{'batch_size': 32, 'learning_rate': 0.01, 'n_layers': 15}",0.7503245348334054,0.730419731717871,0.7056277056277056,0.7411255411255411,0.7264069264069264,0.7307808879422899,0.015105697846629603,4,0.8263341878350036,0.8186543845878556,0.7729498624513161,0.8112663508364284,0.8110812470278046,0.8080572065476815,0.018429960742140976,5
8,5.715262031555175,0.8373657170485496,0.6556760311126709,0.09647834534122583,32,0.1,1,"{'batch_size': 32, 'learning_rate': 0.1, 'n_layers': 1}",0.7468628299437473,0.7196019039376893,0.712987012987013,0.7329004329004329,0.7316017316017316,0.7287907822741229,0.01170968983472978,6,0.8209801459919863,0.8151658411449642,0.778431493531901,0.8041481312039874,0.7979712321593037,0.8033393688064285,0.014838704162115874,9
9,5.907257556915283,0.9441200118310679,0.9502097129821777,0.121325437942859,32,0.1,5,"{'batch_size': 32, 'learning_rate': 0.1, 'n_layers': 5}",0.7429684119428819,0.7217654694937257,0.7077922077922078,0.7073593073593074,0.7389610389610389,0.7237692871098325,0.015019757006267336,10,0.8260417528059478,0.8216594941010533,0.7730943337165835,0.7973053099209622,0.806382921088591,0.8048967623266277,0.018970150668363592,8
10,7.36662712097168,1.1652246424291326,1.46084303855896,0.08682131713755048,32,0.1,10,"{'batch_size': 32, 'learning_rate': 0.1, 'n_layers': 10}",0.7196019039376893,0.719169190826482,0.6861471861471862,0.7238095238095238,0.7363636363636363,0.7170182882169035,0.016641452887414972,12,0.823884198735538,0.7992268064489937,0.7671680020225977,0.8030570721694166,0.783988370063146,0.7954648898879384,0.0190361484210189,11
11,8.774390172958373,0.8185570855612679,1.876922082901001,0.25694180416000617,32,0.1,15,"{'batch_size': 32, 'learning_rate': 0.1, 'n_layers': 15}",0.7286888792730419,0.730419731717871,0.7121212121212122,0.7272727272727273,0.7324675324675325,0.7261940165704771,0.007247695522972394,9,0.7933048165327279,0.7870447225254648,0.7714908531630178,0.811304726016265,0.7987613093912342,0.7923812855257419,0.013149473624453291,12
