,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_learning_rate,param_n_layers,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,21.12092261314392,2.247821832585782,1.5852527618408203,0.0478961137285073,32,0.001,1,"{'batch_size': 32, 'learning_rate': 0.001, 'n_layers': 1}",0.9130246646473388,0.9078321073128516,0.919047619047619,0.9004329004329005,0.8411255411255412,0.8962925665132502,0.02825406017113526,12,0.9748205170612159,0.9750403738756214,0.9784730290206654,0.9667851531696394,0.9378939099342054,0.9666025966122694,0.014858394831806947,12
1,26.56930422782898,1.5731653358776951,3.695712089538574,0.08093436748203273,32,0.001,5,"{'batch_size': 32, 'learning_rate': 0.001, 'n_layers': 5}",0.9316313284292514,0.9190826482042406,0.935064935064935,0.9160173160173161,0.9337662337662338,0.9271124922963953,0.007943737588038893,6,0.98089474594237,0.9776522704102347,0.9844685865292584,0.973013219120772,0.9839651944643426,0.9799988032933957,0.004261890123674766,6
2,45.879304552078246,5.7512790499227355,8.166812658309937,0.5068287730337994,32,0.001,10,"{'batch_size': 32, 'learning_rate': 0.001, 'n_layers': 10}",0.9350930333189096,0.926006057983557,0.9463203463203463,0.9316017316017317,0.9380952380952381,0.9354232814639566,0.0067717468941238855,4,0.983911562835943,0.9826926142122057,0.9884407938696027,0.9792962142508864,0.9866853175057037,0.9842053005348683,0.00318004773091004,5
3,65.58616862297058,10.159570838300032,11.541292715072633,0.09035928987891258,32,0.001,15,"{'batch_size': 32, 'learning_rate': 0.001, 'n_layers': 15}",0.9402855906533968,0.9281696235395932,0.9458874458874459,0.9294372294372294,0.938961038961039,0.9365481856957409,0.0067494865040331805,2,0.9858480991723112,0.9821497848230315,0.9884588527777611,0.980217971021472,0.986995328762423,0.9847340073113997,0.0030757775852298724,4
4,11.133968591690063,0.6689476609149221,1.7151456356048584,0.1815857073798941,32,0.01,1,"{'batch_size': 32, 'learning_rate': 0.01, 'n_layers': 1}",0.9086975335352662,0.9039376893119861,0.9177489177489178,0.8861471861471861,0.9346320346320346,0.9102326722750782,0.01596193555257035,11,0.9712586734425392,0.9722908903905665,0.9775128970702431,0.9636880504204716,0.9848613677817039,0.9739223758211049,0.007029251161144349,8
5,19.005759382247923,1.765010181193842,3.849488067626953,0.37631885580516233,32,0.01,5,"{'batch_size': 32, 'learning_rate': 0.01, 'n_layers': 5}",0.9350930333189096,0.934227607096495,0.9454545454545454,0.9337662337662338,0.9406926406926407,0.9378468120657649,0.00454553427317705,1,0.9837875222709196,0.9842143409209153,0.9898365969793466,0.9843918361695853,0.9870811085761756,0.9858622809833886,0.0023005767299343854,1
6,31.757474422454834,4.627043158631949,7.689838695526123,0.9406153270012672,32,0.01,10,"{'batch_size': 32, 'learning_rate': 0.01, 'n_layers': 10}",0.9355257464301169,0.934227607096495,0.9428571428571428,0.9173160173160173,0.9402597402597402,0.9340372507919025,0.008925932723952002,5,0.9859976996113394,0.9857984704541423,0.9895318529041733,0.9796167598706983,0.9871691457534477,0.9856227857187602,0.003283772454285938,3
7,56.87981553077698,9.568507212907802,11.734864664077758,0.760742510396722,32,0.01,15,"{'batch_size': 32, 'learning_rate': 0.01, 'n_layers': 15}",0.9350930333189096,0.9316313284292514,0.9437229437229437,0.9294372294372294,0.9406926406926407,0.936115435120195,0.0053772845823213495,3,0.9857992347073018,0.9855466036322954,0.9896710569878945,0.9810569577963317,0.9869223406752827,0.9857992387598212,0.0027858710504294667,2
8,6.629911708831787,0.6633098506770568,1.3210567951202392,0.16179736780296472,32,0.1,1,"{'batch_size': 32, 'learning_rate': 0.1, 'n_layers': 1}",0.9095629597576806,0.8996105581999134,0.9268398268398268,0.9064935064935065,0.9233766233766234,0.9131766949335102,0.0103197274116549,10,0.9632343765270146,0.9564383174394091,0.9722675367047308,0.9685406295335384,0.9751682488276759,0.9671298218064738,0.006670615584036211,11
9,13.930762672424317,0.2552954399142358,3.6203033924102783,0.2594505453006887,32,0.1,5,"{'batch_size': 32, 'learning_rate': 0.1, 'n_layers': 5}",0.9299004759844224,0.911726525313717,0.9199134199134199,0.929004329004329,0.9160173160173161,0.9213124132466408,0.007138695596373589,8,0.9765939212605528,0.9738020913216466,0.9739936673428724,0.9759635932411527,0.9769824166430898,0.9754671379618628,0.0013233044931115167,7
10,27.81800036430359,0.6650610650817924,6.75256495475769,0.1145346523892687,32,0.1,10,"{'batch_size': 32, 'learning_rate': 0.1, 'n_layers': 10}",0.9255733448723497,0.8978797057550844,0.9329004329004329,0.9134199134199135,0.9155844155844156,0.9170715625064393,0.011888708541557312,9,0.976174438622473,0.9581374786853003,0.9767529180185767,0.9748507130258905,0.9736490431788495,0.9719129183062181,0.006971279032707566,10
11,45.0497220993042,0.8787361603359333,11.062047958374023,0.12216157972176243,32,0.1,15,"{'batch_size': 32, 'learning_rate': 0.1, 'n_layers': 15}",0.9303331890956296,0.9125919515361316,0.935930735930736,0.9138528138528138,0.9207792207792208,0.9226975822389063,0.009137315350763751,7,0.9676750287548581,0.9709653942505194,0.9758883477904926,0.9703563022579655,0.9772149250856292,0.972419999627893,0.0035751984936988946,9
