,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma_factor,param_max_vmap,param_t,param_trotter_steps,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,2270.026857185364,18.13004558314602,2854.029711437225,172.61980261615432,10.0,0.1,1000,1.0,3,"{'C': 10.0, 'gamma_factor': 0.1, 'max_vmap': 1000, 't': 1.0, 'trotter_steps': 3}",0.68,0.5,0.46,0.44,0.44,0.504,0.0906862723900371,1,0.2912,0.5007999999999999,0.4232,0.48000000000000004,0.5064102564102564,0.44032205128205126,0.08016248944654181,1
