,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_learning_rate,param_max_vmap,param_n_layers,param_repeats,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,73.41445360183715,8.377491228588344,3.867913818359375,0.08849278706516736,32,0.001,1,1,1,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 1, 'repeats': 1}",0.5208333333333334,0.5,0.5,0.5208333333333334,0.5208333333333334,0.5125000000000001,0.010206207261596593,26,0.44270833333333337,0.3524305555555556,0.34027777777777785,0.5026086956521739,0.3756521739130435,0.40273550724637686,0.06121689908375124,36
1,83.5356852054596,4.124527273143632,5.211241579055786,0.25055588891449465,32,0.001,1,1,5,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 1, 'repeats': 5}",0.5,0.4791666666666667,0.4791666666666667,0.5,0.4166666666666667,0.475,0.03061862178478972,35,0.4913194444444445,0.48090277777777785,0.5833333333333334,0.7147826086956522,0.43130434782608695,0.5403285024154589,0.10010316825769601,26
2,108.42644400596619,3.0954013943769154,7.350603675842285,0.3495180301844981,32,0.001,1,1,10,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 1, 'repeats': 10}",0.4791666666666667,0.5,0.5208333333333334,0.5833333333333334,0.4375,0.5041666666666667,0.04823265376162596,28,0.4288194444444444,0.4357638888888889,0.5121527777777778,0.6052173913043478,0.42434782608695654,0.4812602657004831,0.06982650228984946,34
3,261.3369491100311,13.14518388074485,8.509047985076904,0.23349451095250334,32,0.001,1,5,1,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 5, 'repeats': 1}",0.5,0.6875,0.5208333333333334,0.5416666666666666,0.5625,0.5625,0.06588078458684124,18,0.5677083333333334,0.7152777777777778,0.6649305555555555,0.5495652173913044,0.6017391304347826,0.6198442028985507,0.061847271173930116,16
4,428.0450510025024,73.31962896870509,10.702722692489624,0.41858140439142116,32,0.001,1,5,5,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 5, 'repeats': 5}",0.4791666666666667,0.625,0.6041666666666666,0.6041666666666666,0.5833333333333334,0.5791666666666667,0.05170697352496189,14,0.5694444444444444,0.7899305555555556,0.6527777777777778,0.5965217391304347,0.6626086956521738,0.6542566425120773,0.0761653235043844,10
5,549.5179101467132,69.80968860682215,13.035551166534423,0.30740186469464026,32,0.001,1,5,10,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 5, 'repeats': 10}",0.5416666666666666,0.6666666666666666,0.5208333333333334,0.7083333333333334,0.625,0.6125,0.07168604389202189,9,0.6180555555555556,0.7395833333333335,0.5902777777777778,0.7808695652173913,0.6573913043478261,0.6772355072463768,0.07222876874826238,7
6,441.4539337158203,60.6247301342795,15.903877067565919,0.19460468178416693,32,0.001,1,10,1,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 10, 'repeats': 1}",0.5625,0.6458333333333334,0.5208333333333334,0.5625,0.5416666666666666,0.5666666666666667,0.04249182927993988,17,0.5885416666666666,0.6979166666666667,0.6944444444444444,0.5182608695652173,0.5530434782608695,0.610441425120773,0.07345720343930466,19
7,652.4829199314117,89.02202456234349,19.095939683914185,1.2743659491063517,32,0.001,1,10,5,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 10, 'repeats': 5}",0.5416666666666666,0.7708333333333334,0.5416666666666666,0.6041666666666666,0.625,0.6166666666666666,0.08395600699837455,7,0.5590277777777777,0.873263888888889,0.6944444444444444,0.6295652173913043,0.693913043478261,0.6900428743961353,0.10433292358414943,6
8,837.7411098957061,89.3399189070209,21.907398557662965,0.6136386895847012,32,0.001,1,10,10,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 10, 'repeats': 10}",0.6458333333333334,0.7291666666666666,0.75,0.75,0.75,0.725,0.040397332145136064,1,0.7586805555555556,0.8420138888888888,0.7951388888888888,0.817391304347826,0.8052173913043478,0.8036884057971013,0.027414414829869827,2
9,577.2286664485931,34.04940480543227,25.8397337436676,1.3246303351324082,32,0.001,1,15,1,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 15, 'repeats': 1}",0.5416666666666666,0.6875,0.625,0.5833333333333334,0.6458333333333334,0.6166666666666667,0.050346024889977394,6,0.6145833333333333,0.7604166666666666,0.6684027777777778,0.5321739130434782,0.6173913043478261,0.6385935990338164,0.0749408122055119,15
10,753.9952375411988,125.2882916292961,29.122561836242674,1.1832945293686397,32,0.001,1,15,5,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 15, 'repeats': 5}",0.5,0.7916666666666666,0.5625,0.625,0.6041666666666666,0.6166666666666666,0.09736101204623268,7,0.5277777777777778,0.8159722222222221,0.7204861111111112,0.6347826086956522,0.6469565217391303,0.6691950483091788,0.09576212651561614,8
