,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_learning_rate,param_max_vmap,param_n_layers,param_observable_type,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,66.86750779151916,8.45330854202772,0.9998705863952637,0.0061744583351888635,32,0.001,1,1,single,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 1, 'observable_type': 'single'}",0.8958333333333334,0.8541666666666666,0.7708333333333334,0.75,0.7708333333333334,0.8083333333333333,0.05651941652604389,1,0.8758741258741258,0.8723776223776224,0.7495652173913043,0.8347826086956521,0.8660869565217391,0.8397373061720887,0.04737323859711569,1
