,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_learning_rate,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,5.358358383178711,0.8484452427955663,0.6619247436523438,0.0081253881497803,32,0.001,"{'batch_size': 32, 'learning_rate': 0.001}",0.5339679792297707,0.542622241453916,0.5385281385281385,0.5212121212121212,0.5138528138528139,0.5300366588553522,0.010823554868414702,1,0.5214003803910661,0.5307653443282598,0.5362690596726521,0.5147631574195024,0.4991986359504704,0.5204793155523901,0.012973114937578821,1
1,3.9218082427978516,0.43355746853430527,0.6505772590637207,0.0038484021477476803,32,0.01,"{'batch_size': 32, 'learning_rate': 0.01}",0.5218520121159671,0.5240155776720035,0.5056277056277056,0.5038961038961038,0.4831168831168831,0.5077016564857326,0.014761918392984014,2,0.5104081310469776,0.5133226271138017,0.5087096609139011,0.4960232779326162,0.47546170608525007,0.5007850806185093,0.0139752653434536,2
2,3.857901191711426,0.32356908872247286,0.6484602928161621,0.008597557903211452,32,0.1,"{'batch_size': 32, 'learning_rate': 0.1}",0.409346603202077,0.5123323236694072,0.4831168831168831,0.44761904761904764,0.43852813852813854,0.4581885992271107,0.03587966539970284,3,0.4201990663128378,0.4993083060414956,0.4868644016782745,0.4540220198286812,0.4400587215496951,0.4600905030821968,0.029272182026201184,3
