,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_learning_rate,param_max_vmap,param_n_layers,param_repeats,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,26.209371852874757,2.414775375295781,0.35760912895202634,0.0011404527441359266,32,0.001,1,1,1,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 1, 'repeats': 1}",0.7083333333333334,0.7083333333333334,0.6875,0.6041666666666666,0.7291666666666666,0.6875,0.04370036867375633,9,0.8038194444444444,0.7621527777777778,0.8055555555555556,0.6684027777777778,0.782986111111111,0.7645833333333333,0.05062304713502109,9
1,8.810148429870605,0.7132264739512758,0.5541018009185791,0.17622877257391004,32,0.001,1,1,5,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 1, 'repeats': 5}",0.4791666666666667,0.4791666666666667,0.5208333333333334,0.5208333333333334,0.4583333333333333,0.4916666666666667,0.02500000000000002,35,0.4010416666666667,0.4548611111111111,0.4496527777777778,0.5659722222222222,0.48611111111111116,0.47152777777777777,0.0545105713781768,35
2,13.324615859985352,6.877535690721255,0.6117003440856934,0.02038871023444959,32,0.001,1,1,10,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 1, 'repeats': 10}",0.5,0.4583333333333333,0.4791666666666667,0.5416666666666666,0.5,0.4958333333333333,0.027638539919628325,34,0.4496527777777778,0.4878472222222222,0.4774305555555556,0.5659722222222222,0.4739583333333333,0.49097222222222225,0.039534570354139674,34
3,25.979806470870972,3.1141721580651627,0.7796995162963867,0.007605091779669309,32,0.001,1,5,1,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 5, 'repeats': 1}",0.8333333333333334,0.7291666666666666,0.7708333333333334,0.6875,0.75,0.7541666666666667,0.04823265376162596,3,0.875,0.8211805555555556,0.8802083333333334,0.751736111111111,0.8229166666666667,0.8302083333333334,0.04647333049751079,2
4,21.134021711349487,1.9973782158948443,0.8866927623748779,0.025853092517594253,32,0.001,1,5,5,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 5, 'repeats': 5}",0.5416666666666666,0.5416666666666666,0.6041666666666666,0.4791666666666667,0.6041666666666666,0.5541666666666666,0.04677071733467424,23,0.5243055555555556,0.578125,0.6284722222222223,0.484375,0.640625,0.5711805555555556,0.05980896478387266,20
5,20.37291498184204,1.3493430898743397,1.0063934326171875,0.024655997628230602,32,0.001,1,5,10,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 5, 'repeats': 10}",0.625,0.5833333333333334,0.3125,0.4375,0.5625,0.5041666666666667,0.11441275181454985,32,0.7291666666666666,0.6284722222222223,0.3368055555555556,0.4618055555555555,0.5416666666666667,0.5395833333333334,0.13491895715576815,29
6,15.726303720474244,0.2480320853387694,1.2853286266326904,0.004454431642936141,32,0.001,1,10,1,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 10, 'repeats': 1}",0.8125,0.7291666666666666,0.7708333333333334,0.7708333333333334,0.75,0.7666666666666667,0.027638539919628342,1,0.8559027777777778,0.7986111111111112,0.8315972222222223,0.8263888888888888,0.8315972222222222,0.8288194444444444,0.01826138026708986,3
7,25.208083820343017,0.7478398454022596,1.4811408519744873,0.13005931451420263,32,0.001,1,10,5,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 10, 'repeats': 5}",0.4583333333333333,0.5625,0.7083333333333334,0.4791666666666667,0.6458333333333334,0.5708333333333333,0.0955612078431643,17,0.5225694444444444,0.5520833333333333,0.7256944444444445,0.47048611111111116,0.6822916666666667,0.590625,0.09715647578538984,15
8,23.53826222419739,3.600397928558475,1.91426362991333,0.2981414332681779,32,0.001,1,10,10,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 10, 'repeats': 10}",0.7291666666666666,0.5833333333333334,0.4375,0.5,0.5,0.55,0.10086432030758502,25,0.8125,0.5711805555555556,0.3871527777777778,0.5208333333333334,0.5364583333333334,0.565625,0.138338318462161,22
9,22.23735556602478,1.2696834645655932,2.0237021923065184,0.12536758080544438,32,0.001,1,15,1,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 15, 'repeats': 1}",0.8125,0.75,0.7291666666666666,0.7291666666666666,0.7291666666666666,0.7499999999999999,0.03227486121839515,4,0.8663194444444444,0.8107638888888888,0.828125,0.8038194444444444,0.8576388888888888,0.8333333333333333,0.024845199749997663,1
10,27.16598811149597,2.484765352864146,2.219333124160767,0.16850134632364117,32,0.001,1,15,5,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 15, 'repeats': 5}",0.5,0.5416666666666666,0.625,0.4791666666666667,0.6666666666666666,0.5624999999999999,0.0721687836487032,20,0.5173611111111112,0.5659722222222222,0.6631944444444444,0.46875,0.7274305555555556,0.5885416666666666,0.09464592479471534,16
