,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_learning_rate,param_max_vmap,param_n_layers,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,158.72828011512757,56.10307370662547,1.5253634929656983,0.03803393312210419,32,0.001,1,1,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 1}",0.6041666666666666,0.6041666666666666,0.6458333333333334,0.6666666666666666,0.7083333333333334,0.6458333333333333,0.03952847075210476,2,0.6017391304347827,0.65625,0.7083333333333334,0.6458333333333334,0.7847222222222223,0.6793756038647344,0.06264784045517402,2
1,772.2171977043151,388.2730533091118,4.279733037948608,2.1427346782150405,32,0.001,1,5,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 5}",,0.6666666666666666,0.7291666666666666,0.625,0.625,,,10,,0.7256944444444444,0.7708333333333333,0.6180555555555556,0.7065972222222222,,,10
2,613.7147690296173,383.8982874725513,13.972826862335205,0.3547867600013767,32,0.001,1,10,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 10}",0.7291666666666666,0.625,0.6458333333333334,0.6041666666666666,0.6666666666666666,0.6541666666666666,0.04289845892077916,1,0.7913043478260869,0.65625,0.7638888888888888,0.6840277777777778,0.6996527777777778,0.7190247584541062,0.05055266922766011,1
3,1647.3685111045838,849.0489440086582,17.8454092502594,14.586752526413846,32,0.001,1,15,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_layers': 15}",0.6875,,0.6458333333333334,,0.5625,,,10,0.7460869565217392,,0.7621527777777778,,0.6093750000000001,,,10
4,101.31053352355957,11.656989955047626,1.3705665111541747,0.1319180453369183,32,0.01,1,1,"{'batch_size': 32, 'learning_rate': 0.01, 'max_vmap': 1, 'n_layers': 1}",0.6458333333333334,0.6875,0.6458333333333334,0.5416666666666666,0.6458333333333334,0.6333333333333334,0.04859126579037752,3,0.6382608695652174,0.6631944444444444,0.6805555555555556,0.546875,0.6822916666666666,0.6422355072463768,0.050242657464303744,4
5,330.565927696228,90.65648225961702,5.278662490844726,0.212040187847299,32,0.01,1,5,"{'batch_size': 32, 'learning_rate': 0.01, 'max_vmap': 1, 'n_layers': 5}",0.6458333333333334,0.5416666666666666,0.6041666666666666,0.5625,0.6041666666666666,0.5916666666666666,0.03632415786283896,5,0.6678260869565218,0.5260416666666666,0.6440972222222222,0.578125,0.6736111111111112,0.6179402173913043,0.057101020048279716,5
6,1060.193510913849,240.9024871294603,14.114619064331055,0.33296551529828156,32,0.01,1,10,"{'batch_size': 32, 'learning_rate': 0.01, 'max_vmap': 1, 'n_layers': 10}",0.625,0.5,0.625,0.6041666666666666,0.6458333333333334,0.6,0.051706973524961904,4,0.7339130434782608,0.5173611111111112,0.7013888888888888,0.5989583333333333,0.6944444444444444,0.6492131642512078,0.07981573333410724,3
7,2171.8457510471344,559.353854866704,17.456282949447633,14.269557097231726,32,0.01,1,15,"{'batch_size': 32, 'learning_rate': 0.01, 'max_vmap': 1, 'n_layers': 15}",0.6875,,,0.6666666666666666,0.6666666666666666,,,10,0.6347826086956522,,,0.6788194444444444,0.6927083333333333,,,10
8,56.852933931350705,20.311203740428912,1.4294751167297364,0.14253549250924127,32,0.1,1,1,"{'batch_size': 32, 'learning_rate': 0.1, 'max_vmap': 1, 'n_layers': 1}",0.6458333333333334,0.6458333333333334,0.5833333333333334,0.6041666666666666,0.375,0.5708333333333333,0.10086432030758505,7,0.6486956521739131,0.6996527777777779,0.7100694444444444,0.5572916666666666,0.3697916666666667,0.5971002415458937,0.12585313721678928,7
9,118.29982824325562,13.561122855134846,5.407374238967895,0.19468098318366375,32,0.1,1,5,"{'batch_size': 32, 'learning_rate': 0.1, 'max_vmap': 1, 'n_layers': 5}",0.5208333333333334,0.5,0.625,0.625,0.4791666666666667,0.55,0.06263873490988711,9,0.5165217391304348,0.4878472222222222,0.6631944444444444,0.7152777777777778,0.4652777777777778,0.5696237922705314,0.10036520974867554,8
10,218.47632265090942,13.15697678518229,14.400918292999268,0.35168300498164573,32,0.1,1,10,"{'batch_size': 32, 'learning_rate': 0.1, 'max_vmap': 1, 'n_layers': 10}",0.4791666666666667,0.5208333333333334,0.6458333333333334,0.6458333333333334,0.5833333333333334,0.5750000000000001,0.06666666666666668,6,0.5356521739130435,0.5069444444444444,0.5746527777777778,0.6215277777777778,0.5190972222222222,0.5515748792270532,0.041776078980896324,9
11,428.9453300476074,16.573913526002173,28.73945322036743,1.1651255809604522,32,0.1,1,15,"{'batch_size': 32, 'learning_rate': 0.1, 'max_vmap': 1, 'n_layers': 15}",0.4583333333333333,0.5625,0.5833333333333334,0.625,0.5416666666666666,0.5541666666666666,0.05527707983925668,8,0.4608695652173913,0.6579861111111112,0.6197916666666667,0.6944444444444444,0.5677083333333333,0.6001600241545895,0.08133111805196448,6
