,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.0018918991088867187,0.00021865042274429012,0.0010922908782958984,2.5639742839232983e-05,0.1,0.001,"{'C': 0.1, 'gamma': 0.001}",0.5,0.5,0.5,0.5,0.4791666666666667,0.4958333333333333,0.008333333333333326,15
1,0.002168607711791992,0.00015577076725234646,0.0011512279510498048,2.368138668941737e-05,0.1,0.01,"{'C': 0.1, 'gamma': 0.01}",0.5,0.5,0.5,0.5,0.5208333333333334,0.5041666666666667,0.008333333333333349,14
2,0.001905202865600586,0.00018560049525697121,0.000964498519897461,0.00017554140688774675,0.1,0.1,"{'C': 0.1, 'gamma': 0.1}",0.6666666666666666,0.625,0.5833333333333334,0.5625,0.5833333333333334,0.6041666666666667,0.037267799624996475,12
3,0.002024221420288086,3.9009651274856804e-05,0.001168966293334961,5.9641445243526375e-05,0.1,1.0,"{'C': 0.1, 'gamma': 1.0}",0.6458333333333334,0.625,0.625,0.625,0.6875,0.6416666666666667,0.024295632895188754,7
4,0.001945352554321289,0.00012256455205115934,0.000983858108520508,0.00013292579672828439,1.0,0.001,"{'C': 1.0, 'gamma': 0.001}",0.5,0.5,0.5,0.5,0.4791666666666667,0.4958333333333333,0.008333333333333326,15
5,0.0016490936279296875,0.0002695235894660177,0.0010755538940429687,8.146221032907283e-05,1.0,0.01,"{'C': 1.0, 'gamma': 0.01}",0.6875,0.6666666666666666,0.5833333333333334,0.5416666666666666,0.6041666666666666,0.6166666666666666,0.05368374469468802,11
6,0.0019379138946533203,3.046963322964815e-05,0.0010728836059570312,5.813542626078603e-05,1.0,0.1,"{'C': 1.0, 'gamma': 0.1}",0.6875,0.7083333333333334,0.5416666666666666,0.6666666666666666,0.6041666666666666,0.6416666666666666,0.06095307849303249,8
7,0.0019402027130126954,8.966433040834419e-05,0.001117706298828125,5.8223164329592144e-05,1.0,1.0,"{'C': 1.0, 'gamma': 1.0}",0.8541666666666666,0.8958333333333334,0.7291666666666666,0.7916666666666666,0.8125,0.8166666666666667,0.05651941652604392,5
8,0.0020184040069580076,5.972914091759534e-05,0.0011293888092041016,3.772683042000142e-05,10.0,0.001,"{'C': 10.0, 'gamma': 0.001}",0.6041666666666666,0.6458333333333334,0.5625,0.5416666666666666,0.6041666666666666,0.5916666666666666,0.03632415786283896,13
9,0.0020688533782958984,0.0007694663556236208,0.0010443687438964843,0.00017447246816958722,10.0,0.01,"{'C': 10.0, 'gamma': 0.01}",0.6875,0.7291666666666666,0.5625,0.5625,0.625,0.6333333333333333,0.06666666666666667,9
10,0.0018831253051757812,0.0002781577400800048,0.000962209701538086,0.00013920863735992153,10.0,0.1,"{'C': 10.0, 'gamma': 0.1}",0.9166666666666666,0.875,0.7291666666666666,0.8958333333333334,0.8958333333333334,0.8625,0.06795627679291706,4
11,0.0021810054779052733,0.00020072037507407894,0.001008892059326172,5.096909685122575e-05,10.0,1.0,"{'C': 10.0, 'gamma': 1.0}",0.9375,0.9791666666666666,0.8541666666666666,0.9375,0.9166666666666666,0.925,0.040824829046386304,2
12,0.0024469852447509765,0.0007987120129570946,0.0010384559631347657,7.62278449293799e-05,100.0,0.001,"{'C': 100.0, 'gamma': 0.001}",0.6666666666666666,0.7291666666666666,0.5833333333333334,0.5416666666666666,0.5833333333333334,0.6208333333333333,0.06770032003863298,10
13,0.0019752025604248048,0.0003770529820100065,0.0008344173431396485,0.00016145873758941352,100.0,0.01,"{'C': 100.0, 'gamma': 0.01}",0.7708333333333334,0.875,0.6875,0.7916666666666666,0.7083333333333334,0.7666666666666667,0.06640573937712177,6
14,0.00364227294921875,0.001553953145655062,0.0009089469909667969,4.112471006262331e-05,100.0,0.1,"{'C': 100.0, 'gamma': 0.1}",0.9791666666666666,0.9791666666666666,0.8333333333333334,0.9583333333333334,0.8958333333333334,0.9291666666666666,0.05682575707077437,1
15,0.0020761489868164062,0.0002968665373800467,0.0007873058319091796,0.00013716288613997956,100.0,1.0,"{'C': 100.0, 'gamma': 1.0}",0.9375,0.9791666666666666,0.8541666666666666,0.9375,0.9166666666666666,0.925,0.040824829046386304,2
