,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.001722431182861328,0.00028696060973015596,0.0011414051055908202,5.870010674768742e-05,0.1,0.001,"{'C': 0.1, 'gamma': 0.001}",0.5,0.5,0.5,0.5208333333333334,0.5208333333333334,0.5083333333333334,0.010206207261596593,16
1,0.002097892761230469,0.00010788628012785695,0.0012234210968017577,0.00011123963994111911,0.1,0.01,"{'C': 0.1, 'gamma': 0.01}",0.5833333333333334,0.5416666666666666,0.4791666666666667,0.5,0.5833333333333334,0.5375000000000001,0.042491829279939886,14
2,0.001782846450805664,0.00030443852747680646,0.0009190082550048828,0.00018490762522165106,0.1,0.1,"{'C': 0.1, 'gamma': 0.1}",0.625,0.625,0.5,0.5833333333333334,0.625,0.5916666666666667,0.0485912657903775,10
3,0.001735830307006836,0.00027867407913010755,0.00099945068359375,0.0001654695707231429,0.1,1.0,"{'C': 0.1, 'gamma': 1.0}",0.8125,0.7916666666666666,0.7083333333333334,0.8125,0.8125,0.7875,0.04039733214513606,8
4,0.001800203323364258,0.00031666003541267146,0.0011481761932373047,9.015355246802924e-05,1.0,0.001,"{'C': 1.0, 'gamma': 0.001}",0.5416666666666666,0.5416666666666666,0.4791666666666667,0.5,0.5625,0.525,0.030618621784789714,15
5,0.0017524242401123046,0.00022531296955005797,0.0010801315307617187,3.3314029360900524e-05,1.0,0.01,"{'C': 1.0, 'gamma': 0.01}",0.5833333333333334,0.625,0.5208333333333334,0.5208333333333334,0.5416666666666666,0.5583333333333333,0.04039733214513607,12
6,0.001898050308227539,0.0001495479468379089,0.0010364532470703125,6.055801872118852e-05,1.0,0.1,"{'C': 1.0, 'gamma': 0.1}",0.8541666666666666,0.8541666666666666,0.875,0.7916666666666666,0.875,0.85,0.03061862178478974,6
7,0.0017389774322509766,7.181892637048534e-05,0.0009961128234863281,2.9100352520558466e-05,1.0,1.0,"{'C': 1.0, 'gamma': 1.0}",0.8958333333333334,0.8958333333333334,0.8125,0.7916666666666666,0.9375,0.8666666666666668,0.05527707983925668,5
8,0.0020502567291259765,0.0006289615803209514,0.0011260032653808594,0.00022233559147548149,10.0,0.001,"{'C': 10.0, 'gamma': 0.001}",0.5833333333333334,0.625,0.5,0.5416666666666666,0.5416666666666666,0.5583333333333333,0.042491829279939886,12
9,0.0019979476928710938,9.62761264060372e-05,0.0011020183563232421,4.9240311565179224e-05,10.0,0.01,"{'C': 10.0, 'gamma': 0.01}",0.75,0.7291666666666666,0.6041666666666666,0.7916666666666666,0.7916666666666666,0.7333333333333332,0.06897060565519521,9
10,0.001840972900390625,7.708682880618652e-05,0.0009226322174072266,4.12461109921993e-05,10.0,0.1,"{'C': 10.0, 'gamma': 0.1}",0.8958333333333334,0.8958333333333334,0.875,0.8125,0.9791666666666666,0.8916666666666668,0.05335936864527373,4
11,0.001712799072265625,0.00011071651571977861,0.0009509086608886719,3.308356546537288e-05,10.0,1.0,"{'C': 10.0, 'gamma': 1.0}",0.9791666666666666,0.9583333333333334,0.8958333333333334,0.9375,0.9583333333333334,0.9458333333333334,0.02825970826302194,3
12,0.001964712142944336,0.0002722073104166593,0.001085519790649414,0.0002640651252072901,100.0,0.001,"{'C': 100.0, 'gamma': 0.001}",0.6666666666666666,0.6666666666666666,0.4583333333333333,0.5416666666666666,0.625,0.5916666666666666,0.08079466429027214,11
13,0.002191162109375,0.00011863662498851056,0.0010073184967041016,4.593305791227968e-05,100.0,0.01,"{'C': 100.0, 'gamma': 0.01}",0.8541666666666666,0.875,0.8333333333333334,0.8541666666666666,0.8333333333333334,0.85,0.01559023911155807,6
14,0.0020648479461669923,0.0001510214570545619,0.0008621692657470703,5.5818346734546714e-05,100.0,0.1,"{'C': 100.0, 'gamma': 0.1}",0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9791666666666666,1.0,0.9708333333333332,0.016666666666666646,1
15,0.0017919540405273438,0.0002791680598335528,0.0008641242980957031,0.00011835494023298882,100.0,1.0,"{'C': 100.0, 'gamma': 1.0}",0.9791666666666666,0.9583333333333334,0.8958333333333334,0.9583333333333334,0.9583333333333334,0.95,0.028259708263021936,2
