,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_batch_size,param_hidden_layer_sizes,param_learning_rate_init,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,1.8826319694519043,0.21731803508306635,0.004563331604003906,0.000899799740588267,0.01,32,"(100,)",0.001,"{'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (100,), 'learning_rate_init': 0.001}",0.8958333333333334,0.9375,0.8541666666666666,0.875,0.9375,0.9,0.03333333333333334,14,0.9686956521739131,1.0,0.9583333333333333,0.9513888888888888,0.9774305555555555,0.9711696859903383,0.016926654840439596,5
1,0.3357829570770264,0.11288048594770625,0.0038927078247070314,6.864822379021171e-05,0.01,32,"(100,)",0.01,"{'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (100,), 'learning_rate_init': 0.01}",0.9166666666666666,0.9166666666666666,0.8541666666666666,0.8541666666666666,0.9375,0.8958333333333333,0.034860834438919824,19,0.9634782608695652,0.9947916666666667,0.9409722222222221,0.9427083333333334,0.96875,0.9621400966183575,0.019683896279513773,17
2,0.11666975021362305,0.042681994707893585,0.003924846649169922,7.48116320077808e-05,0.01,32,"(100,)",0.1,"{'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (100,), 'learning_rate_init': 0.1}",0.875,0.9583333333333334,0.875,0.875,0.9583333333333334,0.9083333333333334,0.04082482904638632,11,0.9686956521739131,0.998263888888889,0.9409722222222223,0.9513888888888888,0.9791666666666666,0.9676974637681159,0.020233899723795856,11
3,2.0330623149871827,0.5930207121225379,0.0043212890625,0.000779795299321413,0.01,32,"(10, 10, 10, 10)",0.001,"{'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (10, 10, 10, 10), 'learning_rate_init': 0.001}",0.8958333333333334,0.9375,0.875,0.875,0.9166666666666666,0.9,0.024295632895188747,14,0.9460869565217391,0.9930555555555556,0.9513888888888888,0.9479166666666667,0.9548611111111112,0.9586618357487922,0.017457694418926212,24
4,0.35251660346984864,0.1523483024443622,0.0030941486358642576,0.00012920328463398692,0.01,32,"(10, 10, 10, 10)",0.01,"{'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (10, 10, 10, 10), 'learning_rate_init': 0.01}",0.9583333333333334,0.9375,0.9583333333333334,0.8958333333333334,0.9583333333333334,0.9416666666666668,0.024295632895188754,2,0.9791304347826087,0.9965277777777778,0.984375,0.9288194444444444,0.9618055555555556,0.9701316425120773,0.02348032744664771,6
5,0.11949963569641113,0.016899142669871085,0.0027719974517822266,3.5108169984075545e-05,0.01,32,"(10, 10, 10, 10)",0.1,"{'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (10, 10, 10, 10), 'learning_rate_init': 0.1}",0.9375,0.9791666666666666,0.9375,0.9166666666666666,0.9583333333333334,0.9458333333333332,0.02124591463996994,1,0.9895652173913043,0.998263888888889,0.9895833333333334,0.9444444444444444,0.9809027777777778,0.9805519323671497,0.01887004340618792,1
6,1.798781967163086,0.26928758144800835,0.004295635223388672,6.354387862182835e-05,0.01,32,"(50, 10, 5)",0.001,"{'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (50, 10, 5), 'learning_rate_init': 0.001}",0.9166666666666666,0.9166666666666666,0.8541666666666666,0.8541666666666666,0.9166666666666666,0.8916666666666666,0.03061862178478973,20,0.9773913043478261,0.9965277777777778,0.953125,0.9392361111111112,0.9739583333333333,0.9680477053140096,0.019930619601157905,10
7,0.42576913833618163,0.3318822777468737,0.0036701679229736326,0.0008169407571785203,0.01,32,"(50, 10, 5)",0.01,"{'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (50, 10, 5), 'learning_rate_init': 0.01}",0.9166666666666666,0.9791666666666666,0.8541666666666666,0.875,0.9375,0.9125,0.04448782605013046,9,0.9686956521739131,1.0,0.9548611111111112,0.9479166666666667,0.9739583333333334,0.9690863526570048,0.01805577767139159,9
8,0.12481675148010254,0.04320895319645534,0.003005313873291016,0.00011047632651443439,0.01,32,"(50, 10, 5)",0.1,"{'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (50, 10, 5), 'learning_rate_init': 0.1}",0.8958333333333334,0.9791666666666666,0.875,0.8958333333333334,0.9375,0.9166666666666667,0.037267799624996475,6,0.9756521739130435,1.0,0.96875,0.9461805555555556,0.9756944444444444,0.9732554347826087,0.017206469265930384,3
9,2.3484894752502443,0.6242111373448159,0.004109668731689453,0.0005751220990111351,0.001,32,"(100,)",0.001,"{'alpha': 0.001, 'batch_size': 32, 'hidden_layer_sizes': (100,), 'learning_rate_init': 0.001}",0.9166666666666666,0.9791666666666666,0.875,0.8541666666666666,0.9375,0.9125,0.04448782605013046,9,0.9704347826086956,0.998263888888889,0.9461805555555556,0.9513888888888888,0.9791666666666666,0.969086956521739,0.01893481120731964,8
