,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma_factor,param_max_vmap,param_t,param_trotter_steps,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,76.66442470550537,0.6466228335348817,146.35058760643005,1.7770944069674839,100.0,0.1,1,0.01,3,"{'C': 100.0, 'gamma_factor': 0.1, 'max_vmap': 1, 't': 0.01, 'trotter_steps': 3}",0.6666666666666666,0.75,0.6666666666666666,0.75,0.6875,0.7041666666666666,0.03818813079129868,1,0.7126736111111112,0.751736111111111,0.7239583333333334,0.7456597222222222,0.7060869565217393,0.7280229468599034,0.01792585209774535,1
