"","x"
"correlation.C2.mean",0.410720191363171
"correlation.C2.sd",0.0651973430045168
"correlation.C3.mean",0.754166666666667
"correlation.C3.sd",0
"correlation.C4",0.933333333333333
"linearity.L1.mean",0.10442375569433
"linearity.L1.sd",0.0779714898700402
"linearity.L2.mean",0.0169585425140605
"linearity.L2.sd",NA
"linearity.L3.mean",0.0125629214061759
"linearity.L3.sd",0.0192455428273469
"smoothness.S1.mean",0.0376569037656904
"smoothness.S1.sd",0.190564513538493
"smoothness.S2.mean",0.278358026685805
"smoothness.S2.sd",0.221229186693864
"smoothness.S3.mean",0.00833333333333333
"smoothness.S3.sd",0.0910959155497467
"smoothness.S4.mean",0.178188424880282
"smoothness.S4.sd",0.382143951695917
"dimensionality.T2",0.0625
"dimensionality.T3",0.0125
"dimensionality.T4",0.2
