"","x"
"correlation.C2.mean",0.338267524485168
"correlation.C2.sd",0.0698751220107898
"correlation.C3.mean",0.710833333333333
"correlation.C3.sd",0.0293446947694317
"correlation.C4",0.9625
"linearity.L1.mean",0.240547191605812
"linearity.L1.sd",0.179209609930702
"linearity.L2.mean",0.0898452186630759
"linearity.L2.sd",NA
"linearity.L3.mean",0.07057054925541
"linearity.L3.sd",0.0924995905890456
"smoothness.S1.mean",0.0627615062761506
"smoothness.S1.sd",0.242787596914127
"smoothness.S2.mean",0.224928453826834
"smoothness.S2.sd",0.189054930349262
"smoothness.S3.mean",0.0458333333333333
"smoothness.S3.sd",0.209560541709459
"smoothness.S4.mean",0.10685008071011
"smoothness.S4.sd",0.307879043190205
"dimensionality.T2",0.0416666666666667
"dimensionality.T3",0.0166666666666667
"dimensionality.T4",0.4
