"","x"
"correlation.C2.mean",0.132600781029057
"correlation.C2.sd",0.0961028398898172
"correlation.C3.mean",0.7275
"correlation.C3.sd",0.0344265186329548
"correlation.C4",1
"linearity.L1.mean",0.380805477119801
"linearity.L1.sd",0.209884460229593
"linearity.L2.mean",0.188880750189283
"linearity.L2.sd",NA
"linearity.L3.mean",0.166586379162311
"linearity.L3.sd",0.13012501626103
"smoothness.S1.mean",0.410041841004184
"smoothness.S1.sd",0.492356246327871
"smoothness.S2.mean",0.320792885403783
"smoothness.S2.sd",0.0874331710305047
"smoothness.S3.mean",0.454166666666667
"smoothness.S3.sd",0.498935407787074
"smoothness.S4.mean",0.148162625423664
"smoothness.S4.sd",0.354575405861936
"dimensionality.T2",0.0416666666666667
"dimensionality.T3",0.0375
"dimensionality.T4",0.9
