"","x"
"correlation.C2.mean",0.204100619992294
"correlation.C2.sd",0.170414820987676
"correlation.C3.mean",0.716307692307692
"correlation.C3.sd",0.0309175910429231
"correlation.C4",0.764
"linearity.L1.mean",0.197690521585657
"linearity.L1.sd",0.148249639388335
"linearity.L2.mean",0.0609715860812652
"linearity.L2.sd",NA
"linearity.L3.mean",0.0426470550527525
"linearity.L3.sd",0.0594186973285482
"smoothness.S1.mean",0.0963855421686747
"smoothness.S1.sd",0.29541599757213
"smoothness.S2.mean",0.172556218196533
"smoothness.S2.sd",0.0548641193144696
"smoothness.S3.mean",0.068
"smoothness.S3.sd",0.252250910976261
"smoothness.S4.mean",0.00459920735726968
"smoothness.S4.sd",0.0640002765857708
"dimensionality.T2",0.052
"dimensionality.T3",0.048
"dimensionality.T4",0.923076923076923
