"","x"
"correlation.C2.mean",0.094546354670927
"correlation.C2.sd",0.0635352042165805
"correlation.C3.mean",0.754166666666667
"correlation.C3.sd",0
"correlation.C4",1
"linearity.L1.mean",0.458998759161595
"linearity.L1.sd",0.137470947566569
"linearity.L2.mean",0.229499379580798
"linearity.L2.sd",NA
"linearity.L3.mean",0.224281624578663
"linearity.L3.sd",0.100287969881125
"smoothness.S1.mean",0.179916317991632
"smoothness.S1.sd",0.384520166157514
"smoothness.S2.mean",0.218354198593855
"smoothness.S2.sd",0.206118804891491
"smoothness.S3.mean",0.1125
"smoothness.S3.sd",0.31664097377969
"smoothness.S4.mean",0.225953663646893
"smoothness.S4.sd",0.419071851952862
"dimensionality.T2",0.0416666666666667
"dimensionality.T3",0.0166666666666667
"dimensionality.T4",0.4
