"","x"
"correlation.C2.mean",0.43344098797491
"correlation.C2.sd",0.0300414804473036
"correlation.C3.mean",0.7325
"correlation.C3.sd",0.0251385052149973
"correlation.C4",0.925
"linearity.L1.mean",0.396766266620838
"linearity.L1.sd",0.189176379534418
"linearity.L2.mean",0.193062057474597
"linearity.L2.sd",NA
"linearity.L3.mean",0.181389858256917
"linearity.L3.sd",0.132990926533288
"smoothness.S1.mean",0.259414225941423
"smoothness.S1.sd",0.438772434686597
"smoothness.S2.mean",0.167753791824974
"smoothness.S2.sd",0.0989066283246202
"smoothness.S3.mean",0.241666666666667
"smoothness.S3.sd",0.428987975825743
"smoothness.S4.mean",0.249243313827865
"smoothness.S4.sd",0.432292701362609
"dimensionality.T2",0.0416666666666667
"dimensionality.T3",0.00833333333333333
"dimensionality.T4",0.2
