"","x"
"correlation.C2.mean",0.290307409103866
"correlation.C2.sd",0.0466769456592715
"correlation.C3.mean",0.75
"correlation.C3.sd",0
"correlation.C4",1
"linearity.L1.mean",0.278383112258008
"linearity.L1.sd",0.187969900001677
"linearity.L2.mean",0.112682620983317
"linearity.L2.sd",NA
"linearity.L3.mean",0.0905138844559328
"linearity.L3.sd",0.105386860793932
"smoothness.S1.mean",0.0627615062761506
"smoothness.S1.sd",0.242787596914127
"smoothness.S2.mean",0.272355408661193
"smoothness.S2.sd",0.204794063649587
"smoothness.S3.mean",0.025
"smoothness.S3.sd",0.156451230253069
"smoothness.S4.mean",0.236973885343373
"smoothness.S4.sd",0.424976661608019
"dimensionality.T2",0.0583333333333333
"dimensionality.T3",0.0166666666666667
"dimensionality.T4",0.285714285714286
