"","x"
"correlation.C2.mean",0.481289777280246
"correlation.C2.sd",0.0871994223745124
"correlation.C3.mean",0.745833333333333
"correlation.C3.sd",0
"correlation.C4",0.720833333333333
"linearity.L1.mean",0.244686814385806
"linearity.L1.sd",0.138577926373081
"linearity.L2.mean",0.078995462805146
"linearity.L2.sd",NA
"linearity.L3.mean",0.0555020466019292
"linearity.L3.sd",0.0554064149728256
"smoothness.S1.mean",0.0753138075313808
"smoothness.S1.sd",0.264173498230695
"smoothness.S2.mean",0.294976005234249
"smoothness.S2.sd",0.127955131862647
"smoothness.S3.mean",0.0458333333333333
"smoothness.S3.sd",0.209560541709459
"smoothness.S4.mean",0.0125601325094578
"smoothness.S4.sd",0.111564496875222
"dimensionality.T2",0.0125
"dimensionality.T3",0.0125
"dimensionality.T4",1
