"","x"
"correlation.C2.mean",0.453729081436991
"correlation.C2.sd",0.0704963305982444
"correlation.C3.mean",0.727916666666667
"correlation.C3.sd",0.0200356549465148
"correlation.C4",0.904166666666667
"linearity.L1.mean",0.0909714748263608
"linearity.L1.sd",0.0703473096461878
"linearity.L2.mean",0.0132039334399796
"linearity.L2.sd",NA
"linearity.L3.mean",0.0086432137953158
"linearity.L3.sd",0.0122949735189655
"smoothness.S1.mean",0.0167364016736402
"smoothness.S1.sd",0.128416486877307
"smoothness.S2.mean",0.276599284390542
"smoothness.S2.sd",0.185189010006604
"smoothness.S3.mean",0.00833333333333333
"smoothness.S3.sd",0.0910959155497467
"smoothness.S4.mean",0.167903382869444
"smoothness.S4.sd",0.373934553175206
"dimensionality.T2",0.0416666666666667
"dimensionality.T3",0.00833333333333333
"dimensionality.T4",0.2
