"","x"
"correlation.C2.mean",0.268677924620142
"correlation.C2.sd",0.201406151606212
"correlation.C3.mean",0.725
"correlation.C3.sd",0.023703769465397
"correlation.C4",0.825
"linearity.L1.mean",0.277548491025744
"linearity.L1.sd",0.180708527731944
"linearity.L2.mean",0.109552671982402
"linearity.L2.sd",NA
"linearity.L3.mean",0.0914622297522775
"linearity.L3.sd",0.0980016290955506
"smoothness.S1.mean",0.217573221757322
"smoothness.S1.sd",0.413027846476313
"smoothness.S2.mean",0.307547055973471
"smoothness.S2.sd",0.108402511383522
"smoothness.S3.mean",0.220833333333333
"smoothness.S3.sd",0.415675250079424
"smoothness.S4.mean",0.0502092231662961
"smoothness.S4.sd",0.21883466288923
"dimensionality.T2",0.05
"dimensionality.T3",0.0291666666666667
"dimensionality.T4",0.583333333333333
