"","x"
"correlation.C2.mean",0.0925220067125934
"correlation.C2.sd",0.0488861871721196
"correlation.C3.mean",0.696666666666667
"correlation.C3.sd",0.00548567157170321
"correlation.C4",1
"linearity.L1.mean",0.471032915999517
"linearity.L1.sd",0.117053576595897
"linearity.L2.mean",0.235516457999759
"linearity.L2.sd",NA
"linearity.L3.mean",0.228500495737169
"linearity.L3.sd",0.0919473946310715
"smoothness.S1.mean",0.292887029288703
"smoothness.S1.sd",0.455563824411388
"smoothness.S2.mean",0.176714394838164
"smoothness.S2.sd",0.19615042071722
"smoothness.S3.mean",0.1875
"smoothness.S3.sd",0.391128075632672
"smoothness.S4.mean",0.280486491405789
"smoothness.S4.sd",0.45001655918638
"dimensionality.T2",0.0416666666666667
"dimensionality.T3",0.0166666666666667
"dimensionality.T4",0.4
