"","x"
"correlation.C2.mean",0.253847813366264
"correlation.C2.sd",0.146539835453629
"correlation.C3.mean",0.739166666666667
"correlation.C3.sd",0.0311309460580486
"correlation.C4",0.933333333333333
"linearity.L1.mean",0.30065936433524
"linearity.L1.sd",0.202837931573327
"linearity.L2.mean",0.131367849737062
"linearity.L2.sd",NA
"linearity.L3.mean",0.10335176617129
"linearity.L3.sd",0.114257844658471
"smoothness.S1.mean",0.284518828451883
"smoothness.S1.sd",0.451657648800746
"smoothness.S2.mean",0.300604399619866
"smoothness.S2.sd",0.110138223494411
"smoothness.S3.mean",0.25
"smoothness.S3.sd",0.433917640605279
"smoothness.S4.mean",0.0881477612928594
"smoothness.S4.sd",0.283640015171562
"dimensionality.T2",0.0416666666666667
"dimensionality.T3",0.025
"dimensionality.T4",0.6
