"","x"
"correlation.C2.mean",0.33642423605793
"correlation.C2.sd",0.211724736674443
"correlation.C3.mean",0.71625
"correlation.C3.sd",0.0286966090395777
"correlation.C4",0.9375
"linearity.L1.mean",0.273998543145521
"linearity.L1.sd",0.193337330193447
"linearity.L2.mean",0.112298777712005
"linearity.L2.sd",NA
"linearity.L3.mean",0.0976159910111159
"linearity.L3.sd",0.111932750418382
"smoothness.S1.mean",0.221757322175732
"smoothness.S1.sd",0.415863940843976
"smoothness.S2.mean",0.280442286500904
"smoothness.S2.sd",0.0946697634971775
"smoothness.S3.mean",0.191666666666667
"smoothness.S3.sd",0.394434786191431
"smoothness.S4.mean",0.0418844317161141
"smoothness.S4.sd",0.200637939349822
"dimensionality.T2",0.0416666666666667
"dimensionality.T3",0.0291666666666667
"dimensionality.T4",0.7
