"","x"
"correlation.C2.mean",0.243744714378154
"correlation.C2.sd",0.152796237513691
"correlation.C3.mean",0.742
"correlation.C3.sd",0.0266833281282527
"correlation.C4",0.868
"linearity.L1.mean",0.224169819813728
"linearity.L1.sd",0.157119828330117
"linearity.L2.mean",0.0748400020079871
"linearity.L2.sd",NA
"linearity.L3.mean",0.0564416281127496
"linearity.L3.sd",0.0645419383311476
"smoothness.S1.mean",0.132530120481928
"smoothness.S1.sd",0.339407140968525
"smoothness.S2.mean",0.181558551009558
"smoothness.S2.sd",0.0620162518184611
"smoothness.S3.mean",0.112
"smoothness.S3.sd",0.31599908494606
"smoothness.S4.mean",0.00681778745674816
"smoothness.S4.sd",0.0771234937238285
"dimensionality.T2",0.04
"dimensionality.T3",0.036
"dimensionality.T4",0.9
