"","x"
"correlation.C2.mean",0.552244862845965
"correlation.C2.sd",0.139126545162302
"correlation.C3.mean",0.748333333333333
"correlation.C3.sd",0.00351364184463152
"correlation.C4",0.366666666666667
"linearity.L1.mean",0.0354450176581854
"linearity.L1.sd",0.0278568234985503
"linearity.L2.mean",0.0020291185479875
"linearity.L2.sd",NA
"linearity.L3.mean",0.00150267144560855
"linearity.L3.sd",0.00228564112816503
"smoothness.S1.mean",0.00418410041841004
"smoothness.S1.sd",0.0646167835737718
"smoothness.S2.mean",0.257063422787853
"smoothness.S2.sd",0.175830307627664
"smoothness.S3.mean",0
"smoothness.S3.sd",0
"smoothness.S4.mean",0.00119172846216906
"smoothness.S4.sd",0.018423674928824
"dimensionality.T2",0.0416666666666667
"dimensionality.T3",0.00833333333333333
"dimensionality.T4",0.2
