"","x"
"correlation.C2.mean",0.263846017523787
"correlation.C2.sd",0.0737636351587071
"correlation.C3.mean",0.730092592592593
"correlation.C3.sd",0.0261404716030178
"correlation.C4",1
"linearity.L1.mean",0.0938767319841488
"linearity.L1.sd",0.0711819131372678
"linearity.L2.mean",0.0138585936294141
"linearity.L2.sd",NA
"linearity.L3.mean",0.00822514210186496
"linearity.L3.sd",0.0113481405925246
"smoothness.S1.mean",0.0460251046025105
"smoothness.S1.sd",0.209759009665219
"smoothness.S2.mean",0.259819080548191
"smoothness.S2.sd",0.184969762005681
"smoothness.S3.mean",0.0125
"smoothness.S3.sd",0.111334619456572
"smoothness.S4.mean",0.135587883168425
"smoothness.S4.sd",0.341589462277126
"dimensionality.T2",0.075
"dimensionality.T3",0.0166666666666667
"dimensionality.T4",0.222222222222222
