"","x"
"correlation.C2.mean",0.33192582773887
"correlation.C2.sd",0.251488074833706
"correlation.C3.mean",0.741203703703704
"correlation.C3.sd",0.00918663649675207
"correlation.C4",0.7625
"linearity.L1.mean",0.2324222065001
"linearity.L1.sd",0.171031582995807
"linearity.L2.mean",0.0831500019465016
"linearity.L2.sd",NA
"linearity.L3.mean",0.0669893731204878
"linearity.L3.sd",0.0986918489986094
"smoothness.S1.mean",0.125523012552301
"smoothness.S1.sd",0.331658115141682
"smoothness.S2.mean",0.301706614964906
"smoothness.S2.sd",0.115644144198737
"smoothness.S3.mean",0.116666666666667
"smoothness.S3.sd",0.321693565911218
"smoothness.S4.mean",0.0418393382450488
"smoothness.S4.sd",0.200637922929338
"dimensionality.T2",0.0375
"dimensionality.T3",0.025
"dimensionality.T4",0.666666666666667
