"","x"
"correlation.C2.mean",0.121780441491186
"correlation.C2.sd",0.154919608312509
"correlation.C3.mean",0.691
"correlation.C3.sd",0.0506608953315027
"correlation.C4",0.928
"linearity.L1.mean",0.198739006475801
"linearity.L1.sd",0.15866789885941
"linearity.L2.mean",0.0645719928149344
"linearity.L2.sd",NA
"linearity.L3.mean",0.0503000290050197
"linearity.L3.sd",0.0656348883315498
"smoothness.S1.mean",0.0803212851405622
"smoothness.S1.sd",0.27206324197613
"smoothness.S2.mean",0.143136924869275
"smoothness.S2.sd",0.0519305083836927
"smoothness.S3.mean",0.088
"smoothness.S3.sd",0.283863194607917
"smoothness.S4.mean",0.0169840399091719
"smoothness.S4.sd",0.126692205992565
"dimensionality.T2",0.08
"dimensionality.T3",0.068
"dimensionality.T4",0.85
