"","x"
"correlation.C2.mean",0.230685195098141
"correlation.C2.sd",0.185534976974738
"correlation.C3.mean",0.705
"correlation.C3.sd",0.0287286152352203
"correlation.C4",0.924
"linearity.L1.mean",0.355773068646502
"linearity.L1.sd",0.206168570617693
"linearity.L2.mean",0.168909933966649
"linearity.L2.sd",NA
"linearity.L3.mean",0.151453340027215
"linearity.L3.sd",0.135021156891084
"smoothness.S1.mean",0.301204819277108
"smoothness.S1.sd",0.459242831283603
"smoothness.S2.mean",0.205501520961749
"smoothness.S2.sd",0.0888983292902218
"smoothness.S3.mean",0.248
"smoothness.S3.sd",0.43271812987172
"smoothness.S4.mean",0.202815263484429
"smoothness.S4.sd",0.401652975037351
"dimensionality.T2",0.016
"dimensionality.T3",0.016
"dimensionality.T4",1
