"","x"
"correlation.C2.mean",0.208142273631145
"correlation.C2.sd",0.0414132344227063
"correlation.C3.mean",0.699479166666667
"correlation.C3.sd",0.0262147029002457
"correlation.C4",1
"linearity.L1.mean",0.240820522889945
"linearity.L1.sd",0.144667233858171
"linearity.L2.mean",0.0788359302615273
"linearity.L2.sd",NA
"linearity.L3.mean",0.0616532382641837
"linearity.L3.sd",0.0609037086184462
"smoothness.S1.mean",0.263598326359833
"smoothness.S1.sd",0.441045572260521
"smoothness.S2.mean",0.329474601248002
"smoothness.S2.sd",0.0552856097136556
"smoothness.S3.mean",0.2625
"smoothness.S3.sd",0.440912424059899
"smoothness.S4.mean",0.000486297810736719
"smoothness.S4.sd",0.00751798171145893
"dimensionality.T2",0.0666666666666667
"dimensionality.T3",0.0625
"dimensionality.T4",0.9375
