"","x"
"correlation.C2.mean",0.183762621677773
"correlation.C2.sd",0.138267147839738
"correlation.C3.mean",0.712266666666667
"correlation.C3.sd",0.0255439863391609
"correlation.C4",0.832
"linearity.L1.mean",0.201954437416421
"linearity.L1.sd",0.150395694025416
"linearity.L2.mean",0.0633139841144441
"linearity.L2.sd",NA
"linearity.L3.mean",0.0494077219489869
"linearity.L3.sd",0.0652127813342286
"smoothness.S1.mean",0.0602409638554217
"smoothness.S1.sd",0.238171991539725
"smoothness.S2.mean",0.151923673701825
"smoothness.S2.sd",0.0634690355088307
"smoothness.S3.mean",0.036
"smoothness.S3.sd",0.186663798027298
"smoothness.S4.mean",0.0167213863283612
"smoothness.S4.sd",0.126318076811229
"dimensionality.T2",0.06
"dimensionality.T3",0.052
"dimensionality.T4",0.866666666666667
