"","x"
"correlation.C2.mean",0.145691041370812
"correlation.C2.sd",0.0477430292208643
"correlation.C3.mean",0.69625
"correlation.C3.sd",0.005361183073783
"correlation.C4",1
"linearity.L1.mean",0.468047882092625
"linearity.L1.sd",0.122546704743274
"linearity.L2.mean",0.234023941046312
"linearity.L2.sd",NA
"linearity.L3.mean",0.232916276446661
"linearity.L3.sd",0.0971048687639575
"smoothness.S1.mean",0.380753138075314
"smoothness.S1.sd",0.486080738154483
"smoothness.S2.mean",0.159301209046856
"smoothness.S2.sd",0.186284159449142
"smoothness.S3.mean",0.316666666666667
"smoothness.S3.sd",0.466148347341732
"smoothness.S4.mean",0.209341910357724
"smoothness.S4.sd",0.407529582913471
"dimensionality.T2",0.0416666666666667
"dimensionality.T3",0.0208333333333333
"dimensionality.T4",0.5
