"","x"
"correlation.C2.mean",0.352748214943788
"correlation.C2.sd",0.0450021181818764
"correlation.C3.mean",0.702777777777778
"correlation.C3.sd",0.0205255035576791
"correlation.C4",1
"linearity.L1.mean",0.254572149741322
"linearity.L1.sd",0.140269347263542
"linearity.L2.mean",0.0844004879982344
"linearity.L2.sd",NA
"linearity.L3.mean",0.067601656144434
"linearity.L3.sd",0.0581671082982799
"smoothness.S1.mean",0.158995815899582
"smoothness.S1.sd",0.366055287869204
"smoothness.S2.mean",0.326819114457056
"smoothness.S2.sd",0.0987128493058069
"smoothness.S3.mean",0.145833333333333
"smoothness.S3.sd",0.353676644350057
"smoothness.S4.mean",0.0204315660074974
"smoothness.S4.sd",0.140230505427281
"dimensionality.T2",0.025
"dimensionality.T3",0.025
"dimensionality.T4",1
