"","x"
"correlation.C2.mean",0.207863154174968
"correlation.C2.sd",0.190331610205536
"correlation.C3.mean",0.714909090909091
"correlation.C3.sd",0.0271346809284891
"correlation.C4",0.896
"linearity.L1.mean",0.227232554306446
"linearity.L1.sd",0.167501588244612
"linearity.L2.mean",0.0795791886728415
"linearity.L2.sd",NA
"linearity.L3.mean",0.0580121815832299
"linearity.L3.sd",0.0710952682173791
"smoothness.S1.mean",0.108433734939759
"smoothness.S1.sd",0.311240066347354
"smoothness.S2.mean",0.183096145202272
"smoothness.S2.sd",0.0560277158823786
"smoothness.S3.mean",0.08
"smoothness.S3.sd",0.27183741892778
"smoothness.S4.mean",0.00133209466982244
"smoothness.S4.sd",0.0210200993368959
"dimensionality.T2",0.044
"dimensionality.T3",0.04
"dimensionality.T4",0.909090909090909
