"","x"
"correlation.C2.mean",0.24778054821081
"correlation.C2.sd",0.0612891147804049
"correlation.C3.mean",0.754166666666667
"correlation.C3.sd",0
"correlation.C4",1
"linearity.L1.mean",0.230714059578898
"linearity.L1.sd",0.136322596176574
"linearity.L2.mean",0.071735394806412
"linearity.L2.sd",NA
"linearity.L3.mean",0.0544629249180221
"linearity.L3.sd",0.0571998943640583
"smoothness.S1.mean",0.234309623430962
"smoothness.S1.sd",0.424010309434542
"smoothness.S2.mean",0.323211756556746
"smoothness.S2.sd",0.0647658489957663
"smoothness.S3.mean",0.220833333333333
"smoothness.S3.sd",0.415675250079424
"smoothness.S4.mean",0.0216685855464183
"smoothness.S4.sd",0.143774880397208
"dimensionality.T2",0.0541666666666667
"dimensionality.T3",0.05
"dimensionality.T4",0.923076923076923
