"","x"
"correlation.C2.mean",0.563565004351172
"correlation.C2.sd",0.0539908901291444
"correlation.C3.mean",0.75
"correlation.C3.sd",0
"correlation.C4",0.854166666666667
"linearity.L1.mean",0.325357694669409
"linearity.L1.sd",0.21705579365842
"linearity.L2.mean",0.15277454196811
"linearity.L2.sd",NA
"linearity.L3.mean",0.122312291500087
"linearity.L3.sd",0.131672441918086
"smoothness.S1.mean",0.163179916317992
"smoothness.S1.sd",0.369916888300451
"smoothness.S2.mean",0.171371019465898
"smoothness.S2.sd",0.113894540336419
"smoothness.S3.mean",0.1375
"smoothness.S3.sd",0.345094129418331
"smoothness.S4.mean",0.0963486712873443
"smoothness.S4.sd",0.295499109032535
"dimensionality.T2",0.0416666666666667
"dimensionality.T3",0.00833333333333333
"dimensionality.T4",0.2
