"","x"
"correlation.C2.mean",0.143721049832002
"correlation.C2.sd",0.0999838690648186
"correlation.C3.mean",0.747916666666667
"correlation.C3.sd",0.0197642353760524
"correlation.C4",0.975
"linearity.L1.mean",0.324477003895591
"linearity.L1.sd",0.205977551819072
"linearity.L2.mean",0.147535299777716
"linearity.L2.sd",NA
"linearity.L3.mean",0.132047850639928
"linearity.L3.sd",0.156833087186117
"smoothness.S1.mean",0.401673640167364
"smoothness.S1.sd",0.490750208843362
"smoothness.S2.mean",0.320173921852144
"smoothness.S2.sd",0.0903303552016789
"smoothness.S3.mean",0.395833333333333
"smoothness.S3.sd",0.490050946601466
"smoothness.S4.mean",0.108814998793969
"smoothness.S4.sd",0.312015121544705
"dimensionality.T2",0.0416666666666667
"dimensionality.T3",0.0333333333333333
"dimensionality.T4",0.8
