"","x"
"correlation.C2.mean",0.443273589829797
"correlation.C2.sd",0.0558744775602742
"correlation.C3.mean",0.758333333333333
"correlation.C3.sd",0.0083333333333333
"correlation.C4",0.820833333333333
"linearity.L1.mean",0.234077482073953
"linearity.L1.sd",0.138500795882112
"linearity.L2.mean",0.0738948111138101
"linearity.L2.sd",NA
"linearity.L3.mean",0.0545216641577993
"linearity.L3.sd",0.0523199444113171
"smoothness.S1.mean",0.0753138075313808
"smoothness.S1.sd",0.264173498230695
"smoothness.S2.mean",0.303538009394592
"smoothness.S2.sd",0.107088373301005
"smoothness.S3.mean",0.0541666666666667
"smoothness.S3.sd",0.226819314421634
"smoothness.S4.mean",0.0171591950748806
"smoothness.S4.sd",0.128662151981873
"dimensionality.T2",0.0166666666666667
"dimensionality.T3",0.0166666666666667
"dimensionality.T4",1
