"","x"
"correlation.C2.mean",0.32264673810845
"correlation.C2.sd",0.182735305956211
"correlation.C3.mean",0.734090909090909
"correlation.C3.sd",0.0273111051524186
"correlation.C4",0.716666666666667
"linearity.L1.mean",0.245865533669818
"linearity.L1.sd",0.174630408774995
"linearity.L2.mean",0.0908185745670458
"linearity.L2.sd",NA
"linearity.L3.mean",0.0752940085187064
"linearity.L3.sd",0.100359382363701
"smoothness.S1.mean",0.205020920502092
"smoothness.S1.sd",0.404139870837843
"smoothness.S2.mean",0.296896518007764
"smoothness.S2.sd",0.117146967903695
"smoothness.S3.mean",0.208333333333333
"smoothness.S3.sd",0.406965160132983
"smoothness.S4.mean",0.0416668530453436
"smoothness.S4.sd",0.199827172060731
"dimensionality.T2",0.0458333333333333
"dimensionality.T3",0.025
"dimensionality.T4",0.545454545454545
