"","x"
"correlation.C2.mean",0.183737669826548
"correlation.C2.sd",0.19345016879056
"correlation.C3.mean",0.713888888888889
"correlation.C3.sd",0.0173472166622178
"correlation.C4",1
"linearity.L1.mean",0.394685062674444
"linearity.L1.sd",0.200402142461999
"linearity.L2.mean",0.195769979823759
"linearity.L2.sd",NA
"linearity.L3.mean",0.191187261288664
"linearity.L3.sd",0.151747405708276
"smoothness.S1.mean",0.405857740585774
"smoothness.S1.sd",0.491571728018321
"smoothness.S2.mean",0.301212309222624
"smoothness.S2.sd",0.147867663244405
"smoothness.S3.mean",0.425
"smoothness.S3.sd",0.495376109173372
"smoothness.S4.mean",0.225027083409524
"smoothness.S4.sd",0.417618357157639
"dimensionality.T2",0.0125
"dimensionality.T3",0.0125
"dimensionality.T4",1
